0.6000092188;-1.575520832E-03;-0.0395520868;-0.0273984394
1.080016594;-1.614583332E-03;-0.039554691;-0.0273945331
1.5800242764;-1.627604166E-03;-0.0395442743;-0.0273971373
2.0600316515;-1.601562499E-03;-0.039539066;-0.027423179
2.5800396413;-1.614583332E-03;-0.039523441;-0.0273750019
3.0600470164;-1.679687499E-03;-0.0395468785;-0.0273893248
3.5800550061;-1.653645832E-03;-0.0395156284;-0.0273867206
4.0600623812;-1.692708332E-03;-0.0395286493;-0.0273632831
4.5800703709;-1.692708332E-03;-0.0395052118;-0.0274114602
5.0600777461;-1.718749999E-03;-0.0395026076;-0.0273736998
5.5800857358;-1.770833332E-03;-0.0394687535;-0.027377606
6.0600931109;-1.770833332E-03;-0.0394843785;-0.027408856
6.5801011006;-1.770833332E-03;-0.0394869826;-0.0273815123
7.0601084758;-1.679687499E-03;-0.0394817743;-0.0273763039
7.5801164655;-1.731770832E-03;-0.0394635451;-0.0273763039
8.0601238406;-1.666666666E-03;-0.0394843785;-0.0273945331
8.5801318303;-1.718749999E-03;-0.0394687535;-0.0273841165
9.0601392054;-1.679687499E-03;-0.039460941;-0.0273893248
9.5801471952;-1.601562499E-03;-0.039445316;-0.027360679
10.06015457;-1.601562499E-03;-0.0394192743;-0.0273476581
10.58016256;-2.161458332E-03;-0.0394296909;-0.0273398456
11.060169935;-2.226562499E-03;-0.0394270868;-0.0273567727
11.580177925;-2.200520832E-03;-0.039414066;-0.0273541685
12.0601853;-2.174479166E-03;-0.0394375035;-0.0273190123
12.58019329;-2.187499999E-03;-0.0394166701;-0.0273554706
13.060200665;-2.304687499E-03;-0.0394401076;-0.0273528665
13.580208655;-2.343749999E-03;-0.0394375035;-0.0273945331
14.06021603;-2.369791666E-03;-0.0394348993;-0.0273333352
14.580224019;-2.421874999E-03;-0.0394505243;-0.0273398456
15.060231394;-2.408854166E-03;-0.0394296909;-0.0273580748
15.580239384;-2.395833332E-03;-0.039382816;-0.0273411477
16.060246759;-2.421874999E-03;-0.0394348993;-0.0273437519
16.580254749;-2.408854166E-03;-0.0394166701;-0.0273255227
17.060262124;-2.343749999E-03;-0.0394192743;-0.0273281269
17.580270114;-2.330729166E-03;-0.0394322951;-0.0273190123
18.060277489;-2.291666666E-03;-0.0394192743;-0.027345054
18.580285479;-2.369791666E-03;-0.0394218785;-0.0273346373
19.060292854;-2.330729166E-03;-0.0394244826;-0.0273528665
19.580300844;-2.304687499E-03;-0.0393854201;-0.0273281269
20.060308219;-2.278645832E-03;-0.0393880243;-0.0273046894
20.580316208;-2.317708332E-03;-0.0393802118;-0.0273346373
21.060323584;-2.317708332E-03;-0.0393854201;-0.0273085956
21.580331573;-2.408854166E-03;-0.039398441;-0.0272890644
22.060338948;-2.343749999E-03;-0.0394036493;-0.0272916685
22.580346938;-2.408854166E-03;-0.039382816;-0.0272955748
23.060354313;-2.408854166E-03;-0.0393750035;-0.0272968769
23.580362303;-2.395833332E-03;-0.0393619826;-0.0272851581
24.060369678;-2.395833332E-03;-0.039398441;-0.0272890644
24.580377668;-2.408854166E-03;-0.0393750035;-0.027315106
25.060385043;-2.382812499E-03;-0.0393567743;-0.027299481
25.580393033;-2.304687499E-03;-0.0393932326;-0.0273333352
26.060400408;-2.356770832E-03;-0.0393697951;-0.027298179
26.580408397;-2.356770832E-03;-0.0393567743;-0.0272942727
27.060415773;-2.343749999E-03;-0.039367191;-0.0272916685
27.580423762;-2.291666666E-03;-0.0393567743;-0.0272903665
28.060431137;-2.369791666E-03;-0.0393307326;-0.0272955748
