0.5800089115;-1.953124999E-03;-0.1998046903;-0.1139700539
1.080016594;-1.914062499E-03;-0.1998750028;-0.1139583352
1.5600239691;-1.953124999E-03;-0.1999062528;-0.1139895852
2.0600316515;-2.031249999E-03;-0.1999739612;-0.1139674498
2.560039334;-2.044270832E-03;-0.2000260445;-0.1139583352
3.0600470164;-2.005208332E-03;-0.2000833362;-0.1139570331
3.5600546988;-2.031249999E-03;-0.2000989612;-0.1139440123
4.0600623812;-2.005208332E-03;-0.2002031278;-0.1139361998
4.5600700636;-2.070312499E-03;-0.2002187528;-0.1139453144
5.0600777461;-2.044270832E-03;-0.2003203153;-0.1139739602
5.5800857358;-1.914062499E-03;-0.2003645862;-0.1139492206
6.0600931109;-1.927083332E-03;-0.2003828153;-0.1139466164
6.5801011006;-1.992187499E-03;-0.2004166695;-0.113955731
7.0601084758;-1.927083332E-03;-0.2004739612;-0.1139687519
7.5801164655;-1.927083332E-03;-0.2005260445;-0.113940106
8.0601238406;-1.953124999E-03;-0.2006093778;-0.1139518248
8.5801318303;-1.861979166E-03;-0.2007109403;-0.1139023456
9.0601392054;-1.901041666E-03;-0.2011822945;-0.113940106
9.5801471952;-1.901041666E-03;-0.201955732;-0.1139388039
10.06015457;0.0115494791;-0.2035833362;-0.1139427102
10.58016256;0.0122786458;-0.2058671903;-0.1138502623
11.060169935;0.0251302083;-0.2090546903;-0.1136692727
11.580177925;0.0261328124;-0.2125234403;-0.1131523456
12.0601853;0.0350781249;-0.2170442737;-0.1118906269
12.58019329;0.0403124999;-0.2223593778;-0.1097343769
13.060200665;0.0403515624;-0.227393232;-0.1076223977
13.580208655;0.0537630208;-0.2341458361;-0.1041562519
14.06021603;0.0538802083;-0.2400156278;-0.1005924498
14.580224019;0.0583203124;-0.2468802112;-0.0964140644
15.060231394;0.0681249999;-0.2534218778;-0.0926861998
15.580239384;0.0680859374;-0.2594218778;-0.0894492206
16.060246759;0.0786328124;-0.2666562528;-0.085565106
16.580254749;0.0817708333;-0.2727135445;-0.0828190123
17.060262124;0.0817968749;-0.2791822945;-0.0801132831
17.580270114;0.0843749999;-0.2861015653;-0.0774127623
18.060277489;0.0903255208;-0.2920885445;-0.075548179
18.580285479;0.0956119791;-0.2990729195;-0.0738632831
19.060292854;0.0956380208;-0.3052239611;-0.0728125019
19.580300844;0.0956380208;-0.311752607;-0.071971356
20.060308219;0.0956640624;-0.3179843778;-0.0716315123
20.580316208;0.0956510416;-0.3238385445;-0.071315106
21.060323584;0.0973828124;-0.3302708361;-0.0711132831
21.580331573;0.0971354166;-0.3362473986;-0.0710312519
22.060338948;0.1043749999;-0.3426223986;-0.0709921894
22.580346938;0.1048958333;-0.3493645861;-0.070768231
23.060354313;0.1083854166;-0.3554192736;-0.070266929
23.580362303;0.1085937499;-0.3625911486;-0.0695364602
24.060369678;0.1089583333;-0.3688281278;-0.0692330748
24.620378282;0.1089843749;-0.3741432319;-0.0693268248
25.160386579;0.1089062499;-0.3741432319;-0.0693593769
25.580393033;0.1088802083;-0.3804531278;-0.0693593769
26.060400408;0.1089713541;-0.3944348986;-0.0697421894
26.580408397;0.1090104166;-0.4003958361;-0.0705260435
27.060415773;0.1089453124;-0.4062734403;-0.0714127623
27.580423762;0.1089062499;-0.4126848986;-0.0723736998
28.060431137;0.1089453124;-0.4178984403;-0.0735442727
28.580439127;0.1089192708;-0.4239270861;-0.0749765644
29.060446502;0.1089453124;-0.4289088569;-0.0766354185
29.580454492;0.1088932291;-0.4343333361;-0.0788385435
30.060461867;0.1089453124;-0.4400312528;-0.0813020852
30.580469857;0.1089322916;-0.4450651069;-0.0837239602
