0.6400098334;-5.455729165E-03;0.016877606;0.0165559901;5.494789336E-03;6.726558291E-03
1.1200172086;-7.382812498E-03;0.016799481;0.0166080734;5.524737265E-03;6.776037451E-03
2.9200448653;-6.497395831E-03;0.016955731;0.0168619797;5.639320588E-03;6.856766616E-03
3.0200464018;-8.020833331E-03;0.0168385435;0.0167382817;5.682289338E-03;6.942704116E-03
3.1200479383;-8.867187497E-03;0.0168906268;0.0168229172;5.667966426E-03;6.916662474E-03
3.2000491675;-8.984374997E-03;0.0168906268;0.0167773442;5.69140393E-03;6.921870808E-03
3.5800550061;-7.356770831E-03;0.0170989602;0.0169596359;5.677081004E-03;6.872391619E-03
4.1000629958;-6.822916664E-03;0.0170859393;0.0169466151;5.717445586E-03;6.908849958E-03
4.5800703709;-0.0156119791;0.0154062518;0.0168554692;5.643226846E-03;6.630204123E-03
5.1000783607;-0.0281901041;0.0106406268;0.0117252609;5.402341426E-03;5.117183289E-03
5.5800857358;-0.0402343749;6.500001887E-03;7.226563029E-03;5.024737256E-03;3.872391622E-03
6.1000937255;-0.0407942708;2.580731052E-03;2.259115113E-03;4.795570595E-03;2.682287478E-03
6.5801011006;-0.0550260416;-1.781248109E-03;-2.324218221E-03;4.355466429E-03;1.377599954E-03
7.080108783;-0.0605729166;-5.778643942E-03;-7.447916134E-03;3.757810176E-03;1.223916187E-04
7.5801164655;-0.0671484374;-9.658852279E-03;-0.012180989;2.985674756E-03;-1.020837546E-03
8.1001244552;-0.0751953124;-0.0135911439;-0.0166210932;1.999997679E-03;-2.307295857E-03
8.5801318303;-0.0810807291;-0.0175885397;-0.0211393223;9.309872548E-04;-3.65885836E-03
9.10013982;-0.0933723958;-0.0218984356;-0.0259440098;-1.080752408E-04;-5.208337534E-03
9.5801471952;-0.0946354166;-0.0261171856;-0.0306380203;-1.144533569E-03;-6.794275046E-03
10.080154878;-0.1090755208;-0.0302578106;-0.0353320307;-2.184898156E-03;-8.361983374E-03
10.58016256;-0.1090234374;-0.0338255189;-0.0394856765;-3.186200236E-03;-9.812504198E-03
11.10017055;-0.1211848958;-0.0376406231;-0.0444010411;-4.282554407E-03;-0.0113046917
11.580177925;-0.1268359374;-0.0415468731;-0.0496679682;-5.335939815E-03;-0.0129322958
12.080185607;-0.1349479166;-0.0459739564;-0.0541992182;-6.355471065E-03;-0.01452865
12.58019329;-0.1426171874;-0.0496848939;-0.0589453119;-7.343752324E-03;-0.0159765667
13.100201279;-0.1482682291;-0.0535911439;-0.0635807286;-8.444012739E-03;-0.0175312541
13.580208655;-0.1596874999;-0.0577187481;-0.0679882807;-9.286460655E-03;-0.0190885458
14.100216644;-0.1626041666;-0.0621067689;-0.0727604161;-0.0101966169;-0.0207682333
14.580224019;-0.1750781249;-0.0661953106;-0.0774609369;-0.0112421898;-0.0223750041
15.100232009;-0.1757942707;-0.070609373;-0.0819531244;-0.0122174502;-0.0240781292
15.580239384;-0.1897005207;-0.0742161439;-0.0865364577;-0.0133802106;-0.0254635458
16.100247374;-0.1900911457;-0.0785130189;-0.0914843744;-0.0145833356;-0.0270260458
16.580254749;-0.2037239582;-0.0825494772;-0.0962825515;-0.0157877627;-0.028575525
17.100262739;-0.2077213541;-0.0871067689;-0.1010611973;-0.0170377627;-0.0300885458
17.580270114;-0.2182291666;-0.091312498;-0.1055989577;-0.0181744814;-0.0315703167
18.100278104;-0.2230729166;-0.0954010397;-0.1101236973;-0.0193229189;-0.0330989625
18.580285479;-0.2300130207;-0.0997369772;-0.1145052077;-0.020464846;-0.0346484416
19.100293468;-0.2410156249;-0.1041119772;-0.1195182286;-0.0217070335;-0.0362968792
19.580300844;-0.2433593749;-0.1085520814;-0.1243294265;-0.0229348981;-0.0379687541
20.100308833;-0.2562369791;-0.1127838522;-0.1293815098;-0.0241250023;-0.0395677125
20.580316208;-0.2568098957;-0.116781248;-0.1338281244;-0.0253151064;-0.0410468792
21.100324198;-0.2704296874;-0.1211171855;-0.1387565098;-0.0265533877;-0.0426614625
21.580331573;-0.2728645832;-0.1257786439;-0.1437304682;-0.0276536481;-0.0443645875
22.240341714;-0.2833723957;-0.1287473939;-0.1486523432;-0.0283684919;-0.0445677125
22.720349089;-0.2891796874;-0.1287473939;-0.1531575515;-0.0283684919;-0.0445833375
23.080354621;-0.297408854;-0.1366640605;-0.1578776036;-0.0307682314;-0.0492474
23.580362303;-0.3093098957;-0.1436432272;-0.1624739577;-0.0324635439;-0.0509739625
24.100370293;-0.3112890624;-0.1480442689;-0.1675911452;-0.0336028669;-0.0526822958
24.580377668;-0.3254817707;-0.1526015605;-0.1725195307;-0.0345716169;-0.0542708375
25.100385657;-0.3271614582;-0.1570807272;-0.1773763015;-0.0358281273;-0.0559609416
25.580393033;-0.3384765624;-0.1614166647;-0.1819856765;-0.0370104189;-0.0575312541
26.100401022;-0.344830729;-0.1659869772;-0.1870703119;-0.0381484398;-0.0592239625
26.580408397;-0.3522656249;-0.1704921855;-0.1922135411;-0.0392747419;-0.0609140666
27.100416387;-0.3655078124;-0.1746848939;-0.1973177077;-0.040355471;-0.062700525
27.580423762;-0.3659374999;-0.1794244772;-0.2018749994;-0.0414934919;-0.064388025
28.100431752;-0.3800260415;-0.184124998;-0.2065950515;-0.0427382835;-0.0661640666
28.580439127;-0.382408854;-0.1883307272;-0.2118749994;-0.0440143252;-0.0677187541
29.100447117;-0.3938281249;-0.1928880188;-0.2170898431;-0.0451614606;-0.0693906291
29.580454492;-0.4045703124;-0.1975364563;-0.2221614577;-0.0464661481;-0.0711015666
30.100462482;-0.4078515624;-0.201937498;-0.2271093744;-0.0477994814;-0.0728072958
30.580469857;-0.4214583332;-0.2063645813;-0.2317252598;-0.0490807314;-0.0744739625
31.100477847;-0.4218229165;-0.2112083313;-0.2370117181;-0.0505260439;-0.0762343791
31.580485222;-0.4361067707;-0.2160520813;-0.242102864;-0.0519921898;-0.0779765666
32.100493211;-0.4397916665;-0.2207526022;-0.2475195306;-0.0535546898;-0.0797031291
32.580500587;-0.4499479165;-0.2254140605;-0.2523893223;-0.0549101585;-0.0814739625
33.100508576;-0.4615104165;-0.2297239563;-0.2572851556;-0.0563177106;-0.0831640666
33.580515951;-0.4631249998;-0.2344505188;-0.2624283848;-0.0577447939;-0.0849427125
34.100523941;-0.4760416665;-0.2393723938;-0.2678255202;-0.0591184918;-0.0867760458
34.580531316;-0.4826692707;-0.2442942688;-0.2732031244;-0.060574221;-0.0885208375
35.100539306;-0.490377604;-0.2482005188;-0.2781705723;-0.0621692731;-0.0902057333
35.580546681;-0.501627604;-0.252328123;-0.2828385411;-0.0636497418;-0.0918515666
36.100554671;-0.503346354;-0.2569114563;-0.2883854161;-0.0652708356;-0.0936406291
36.580562046;-0.5167578123;-0.2618072897;-0.2936132806;-0.0668984398;-0.09540365
