X[m];Y[m];Z[m];u-x[m];u-y[m];u-z[m];du-y[m];du-z[m]
3.34090097423;7.0;0.927053799456;-0.000150977643127;-1.01792578131e-06;-0.000338360970908;0.0;0.0
3.5;7.0;0.927000002831;-0.000140009213458;0.0;-0.000313928736361;0.0;0.0
3.65909902577;7.0;0.927053799456;-0.000129047622051;-1.67484387656e-06;-0.000298200406041;0.0;0.0
3.81819805153;7.0;0.926967743115;-0.00011834211219;-1.74501960887e-06;-0.000292540016933;0.0;0.0
3.98864853865;7.0;0.927011022567;-0.000107952721625;-5.5352126472e-07;-0.000296592936573;0.0;0.0
4.15909902577;7.0;0.926995530172;-9.82632191562e-05;6.69100644865e-07;-0.000307327865495;0.0;0.0
4.32954951288;7.0;0.927000845709;-8.89897267487e-05;7.50807278724e-07;-0.000322540357194;0.0;0.0
4.5;7.0;0.926999205656;-7.96541115658e-05;0.0;-0.00034409468384;0.0;0.0
4.625;7.0;0.927000021252;-7.28931562687e-05;1.07147668972e-06;-0.000365984937053;0.0;0.0
4.75;7.0;0.926999892139;-6.64850377272e-05;1.59181674077e-06;-0.000392287986328;0.0;0.0
4.875;7.0;0.926999674726;-6.01560725658e-05;1.61005943933e-06;-0.000422342446366;0.0;0.0
5.0;7.0;0.926999955831;-5.39428500535e-05;1.28451084988e-06;-0.000457049979623;0.0;0.0
5.125;7.0;0.926999913132;-4.79061956006e-05;8.46867790579e-07;-0.000496925235573;0.0;0.0
5.25;7.0;0.926999792988;-4.20319506141e-05;4.19632234319e-07;-0.000542531439777;0.0;0.0
5.375;7.0;0.92699995127;-3.63581088412e-05;5.84633388789e-08;-0.000594579414996;0.0;0.0
5.5;7.0;0.926999955989;-3.10356788417e-05;0.0;-0.000652965602141;0.0;0.0
5.625;7.0;0.926999872704;-2.60404163877e-05;-1.06433122349e-06;-0.000717328824999;0.0;0.0
5.75;7.0;0.926999969276;-2.1303440588e-05;-1.6719888876e-06;-0.000788468897055;0.0;0.0
5.875;7.0;0.926999985661;-1.70064717937e-05;-2.16982089373e-06;-0.000866902100565;0.0;0.0
6.0;7.0;0.926999929804;-1.31965504638e-05;-2.21116655485e-06;-0.000952085100908;0.0;0.0
6.125;7.0;0.927000035502;-9.9901534913e-06;-2.56463402022e-06;-0.00104358220626;0.0;0.0
6.25;7.0;0.927000018793;-7.34067448708e-06;-2.23700594664e-06;-0.00114054347809;0.0;0.0
6.375;7.0;0.926999804227;-5.24745197259e-06;-1.78475511968e-06;-0.00124279457934;0.0;0.0
6.5;7.0;0.92700050739;-4.03452994192e-06;0.0;-0.00134774056313;0.0;0.0
6.625;7.0;0.927000142785;-3.43746187017e-06;-2.04275538818e-06;-0.00145197504042;0.0;0.0
6.75;7.0;0.926997467659;-3.00415322645e-06;-2.63195331123e-06;-0.00155705061897;0.0;0.0
6.875;7.0;0.9270065247;-2.87305387977e-06;-3.04697260267e-06;-0.00166335552567;0.0;0.0
7.0;7.0;0.926999999996;2.79339192283e-06;-2.79234930388e-06;-0.0017697563413;0.0;0.0
7.125;7.0;0.9270065247;2.87305385228e-06;-3.04697260103e-06;-0.00166335552565;0.0;0.0
7.25;7.0;0.926997467659;3.0041531989e-06;-2.63195331001e-06;-0.00155705061895;0.0;0.0
7.375;7.0;0.927000142785;3.43746184257e-06;-2.04275538748e-06;-0.0014519750404;0.0;0.0
7.5;7.0;0.92700050739;4.0345299144e-06;0.0;-0.00134774056311;0.0;0.0
7.625;7.0;0.926999804227;5.24745194514e-06;-1.78475511986e-06;-0.00124279457931;0.0;0.0
7.75;7.0;0.927000018793;7.34067445967e-06;-2.23700594711e-06;-0.00114054347807;0.0;0.0
7.875;7.0;0.927000035502;9.99015346398e-06;-2.56463402101e-06;-0.00104358220624;0.0;0.0
8.0;7.0;0.926999929804;1.31965504367e-05;-2.21116655588e-06;-0.000952085100889;0.0;0.0
8.125;7.0;0.926999985661;1.70064717666e-05;-2.16982089484e-06;-0.00086690210055;0.0;0.0
8.25;7.0;0.926999969276;2.1303440561e-05;-1.67198888854e-06;-0.000788468897043;0.0;0.0
8.375;7.0;0.926999872704;2.60404163607e-05;-1.06433122411e-06;-0.000717328824991;0.0;0.0
8.5;7.0;0.926999955989;3.10356788144e-05;0.0;-0.000652965602137;0.0;0.0
8.625;7.0;0.92699995127;3.63581088137e-05;5.84633385494e-08;-0.000594579414995;0.0;0.0
8.75;7.0;0.926999792988;4.20319505865e-05;4.19632233897e-07;-0.000542531439779;0.0;0.0
8.875;7.0;0.926999913132;4.79061955728e-05;8.4686779012e-07;-0.000496925235577;0.0;0.0
9.0;7.0;0.926999955831;5.39428500254e-05;1.28451084951e-06;-0.000457049979629;0.0;0.0
9.125;7.0;0.926999674726;6.01560725376e-05;1.61005943892e-06;-0.000422342446373;0.0;0.0
9.25;7.0;0.926999892139;6.64850376988e-05;1.59181674044e-06;-0.000392287986337;0.0;0.0
9.375;7.0;0.927000021252;7.28931562401e-05;1.07147668949e-06;-0.000365984937064;0.0;0.0
9.5;7.0;0.926999205656;7.96541115371e-05;0.0;-0.000344094683852;0.0;0.0
9.67045048712;7.0;0.927000845709;8.89897267197e-05;7.50807278435e-07;-0.000322540357207;0.0;0.0
9.84090097423;7.0;0.926995530172;9.82632191271e-05;6.69100644401e-07;-0.000307327865508;0.0;0.0
10.0113514613;7.0;0.927011022567;0.000107952721596;-5.53521265318e-07;-0.000296592936588;0.0;0.0
10.1818019485;7.0;0.926967743115;0.000118342112161;-1.74501960941e-06;-0.000292540016948;0.0;0.0
10.3409009742;7.0;0.927053799456;0.000129047622021;-1.6748438769e-06;-0.000298200406057;0.0;0.0
10.5;7.0;0.927000002831;0.000140009213429;0.0;-0.000313928736379;0.0;0.0
10.6590990258;7.0;0.927053799456;0.000150977643098;-1.0179257812e-06;-0.000338360970927;0.0;0.0
10.8181980515;7.0;0.926967743115;0.000161720163372;-5.98932471385e-07;-0.000372414314511;0.0;0.0
10.9886485387;7.0;0.927011022567;0.000172221696333;7.68556106776e-07;-0.000418136826203;0.0;0.0
11.1590990258;7.0;0.926995530172;0.000182132555736;1.83905607083e-06;-0.000469666263939;0.0;0.0
11.3295495129;7.0;0.927000845709;0.000191763602072;1.42172647249e-06;-0.000524997367904;0.0;0.0
11.5;7.0;0.926999205656;0.000201617965606;0.0;-0.000586540255555;0.0;0.0
11.625;7.0;0.927000021252;0.000208865782582;4.32584322649e-07;-0.000638030999898;0.0;0.0
11.75;7.0;0.926999892139;0.00021586617297;4.03036020396e-07;-0.000694578885304;0.0;0.0
11.875;7.0;0.926999674726;0.000222876216116;-1.32641892606e-07;-0.000755903972527;0.0;0.0
12.0;7.0;0.926999955831;0.00022985255497;-7.33132907343e-07;-0.000823236499371;0.0;0.0
12.125;7.0;0.926999913132;0.000236668422527;-1.57515621475e-06;-0.00089742920677;0.0;0.0
12.25;7.0;0.926999792988;0.000243378884965;-1.80791486565e-06;-0.00097923936778;0.0;0.0
12.375;7.0;0.92699995127;0.000249946685362;-1.56923960563e-06;-0.00107027887989;0.0;0.0
12.5;7.0;0.926999955989;0.000255830883689;0.0;-0.00116892341769;0.0;0.0
12.625;7.0;0.926999872704;0.000261404582374;-2.92235416447e-06;-0.00127261611596;0.0;0.0
12.75;7.0;0.926999969276;0.000267092760516;-4.29243231711e-06;-0.00138499734333;0.0;0.0
12.875;7.0;0.926999985661;0.000272335284054;-4.89007686312e-06;-0.00150867977812;0.0;0.0
13.0;7.0;0.926999929804;0.000277054474177;-4.48343904439e-06;-0.00164269468983;0.0;0.0
13.125;7.0;0.927000035502;0.000281248213964;-3.90876541915e-06;-0.00178680442706;0.0;0.0
13.25;7.0;0.927000018793;0.000284778799177;-2.822247486e-06;-0.00194013044555;0.0;0.0
13.375;7.0;0.926999804227;0.000287581404391;-1.48052907336e-06;-0.00210148380501;0.0;0.0
13.5;7.0;0.92700050739;0.000289713486817;0.0;-0.00226970556475;0.0;0.0
13.625;7.0;0.927000142785;0.000291136586906;2.43832928428e-06;-0.00244364381026;0.0;0.0
13.75;7.0;0.926997467659;0.000291897958875;4.84505855991e-06;-0.00262125636461;0.0;0.0
13.875;7.0;0.9270065247;0.000292233365839;7.40641341414e-06;-0.00280048966064;0.0;0.0
14.0;7.0;0.926999999996;0.00029233193315;9.82805275414e-06;-0.00298059373943;0.0;0.0
0.0;0.0;0.926999999996;-0.000321079586669;-0.000321076715403;-0.00438351045951;0.0;0.0
0.0;0.125;0.927006505712;-0.000320941911543;-0.000321055760341;-0.00419005996401;0.0;0.0
0.0;0.25;0.926997475418;-0.000320755870407;-0.000320848504889;-0.0039970397036;0.0;0.0
0.0;0.375;0.927000141985;-0.000320734345062;-0.000320185302577;-0.00380507193073;0.0;0.0
0.0;0.5;0.927000505214;-0.000320822291512;-0.000318860275486;-0.00361593112713;0.0;0.0
0.0;0.625;0.926999804453;-0.000321093692413;-0.000316729805868;-0.00343123340211;0.0;0.0
0.0;0.75;0.927000018071;-0.000321515297853;-0.000313785398303;-0.00325271735225;0.0;0.0
0.0;0.875;0.927000034618;-0.000322165700768;-0.000310011961537;-0.00308198397886;0.0;0.0
0.0;1.0;0.926999929213;-0.000323060198392;-0.000305467660374;-0.00292034527487;0.0;0.0
0.0;1.125;0.926999984739;-0.00032428395766;-0.000300205330014;-0.00276894097834;0.0;0.0
0.0;1.25;0.926999968307;-0.000325865277042;-0.000294318816529;-0.0026284302432;0.0;0.0
0.0;1.375;0.926999871977;-0.000327867486909;-0.000287893206062;-0.00249929720281;0.0;0.0
0.0;1.5;0.926999954865;-0.000330288428506;-0.000281027319445;-0.00238150649565;0.0;0.0
0.0;1.625;0.92699995006;-0.000333134174598;-0.000273810855462;-0.00227487025199;0.0;0.0
0.0;1.75;0.926999792195;-0.000336340489879;-0.000266330214754;-0.00217874545721;0.0;0.0
0.0;1.875;0.926999911949;-0.000339833647834;-0.000258662392041;-0.0020923769364;0.0;0.0
0.0;2.0;0.926999954413;-0.000343475660126;-0.000250869458798;-0.00201468843242;0.0;0.0
0.0;2.125;0.926999673518;-0.000347110469669;-0.000243004384812;-0.00194454549699;0.0;0.0
0.0;2.25;0.926999891737;-0.000350543117746;-0.000235095289264;-0.0018806804148;0.0;0.0
0.0;2.375;0.927000020243;-0.000353562337184;-0.00022716360817;-0.00182183614188;0.0;0.0
0.0;2.5;0.926999199743;-0.000355960952892;-0.000219195017113;-0.00176684987632;0.0;0.0
0.0;2.67045048712;0.927000862532;-0.000357854609036;-0.000208228911178;-0.00169618500891;0.0;0.0
0.0;2.84090097423;0.926995483267;-0.000357954019776;-0.00019697631985;-0.00162926287669;0.0;0.0
0.0;3.01135146135;0.927011154759;-0.000356045193659;-0.000185205014696;-0.00156542496876;0.0;0.0
0.0;3.18180194847;0.926967405565;-0.000352813251913;-0.000172546995071;-0.0015069407052;0.0;0.0
0.0;3.34090097423;0.9270543414;-0.000349524318526;-0.000159491376158;-0.00146071882483;0.0;0.0
0.0;3.5;0.927;-0.000347348814361;-0.000145319021963;-0.00142815691284;0.0;0.0
0.0;3.65909902577;0.9270543414;-0.00034754709224;-0.000131142350639;-0.00141319175817;0.0;0.0
0.0;3.81819805153;0.926967405565;-0.000349112861091;-0.000118092714493;-0.00141260595393;0.0;0.0
0.0;3.98864853865;0.927011154759;-0.000350999519125;-0.000105512405385;-0.00142238912211;0.0;0.0
0.0;4.15909902577;0.926995483267;-0.000352114389823;-9.39341080269e-05;-0.00143912526288;0.0;0.0
0.0;4.32954951288;0.927000862532;-0.000351769692418;-8.30345993986e-05;-0.00146043604342;0.0;0.0
0.0;4.5;0.926999199743;-0.000350040572361;-7.26217295646e-05;-0.00148634637408;0.0;0.0
0.0;4.625;0.927000020243;-0.000347941094121;-6.5200856663e-05;-0.00150861185799;0.0;0.0
0.0;4.75;0.926999891737;-0.000345286245953;-5.79436759641e-05;-0.00153434662106;0.0;0.0
0.0;4.875;0.926999673518;-0.00034221005159;-5.08373971692e-05;-0.00156426735079;0.0;0.0
0.0;5.0;0.926999954413;-0.000338852049252;-4.39002336721e-05;-0.00159914477345;0.0;0.0
0.0;5.125;0.926999911949;-0.000335342990594;-3.71534243692e-05;-0.00163975853618;0.0;0.0
0.0;5.25;0.926999792195;-0.000331785876284;-3.06391267193e-05;-0.00168676674648;0.0;0.0
0.0;5.375;0.92699995006;-0.0003282739365;-2.44045094274e-05;-0.00174078392724;0.0;0.0
0.0;5.5;0.926999954865;-0.000324855200349;-1.85079960302e-05;-0.00180216687884;0.0;0.0
0.0;5.625;0.926999871977;-0.000321574292138;-1.30135742105e-05;-0.00187119170983;0.0;0.0
0.0;5.75;0.926999968307;-0.000318429171014;-7.98608432221e-06;-0.00194778614403;0.0;0.0
0.0;5.875;0.926999984739;-0.000315426489298;-3.49627228262e-06;-0.00203177414475;0.0;0.0
0.0;6.0;0.926999929213;-0.000312534026732;4.0059201378e-07;-0.00212259765083;0.0;0.0
0.0;6.125;0.927000034618;-0.000309742371484;3.64413698491e-06;-0.00221958944554;0.0;0.0
0.0;6.25;0.927000018071;-0.000307019497172;6.21217412644e-06;-0.00232175473212;0.0;0.0
0.0;6.375;0.926999804453;-0.000304373036452;8.07768528e-06;-0.00242801570759;0.0;0.0
0.0;6.5;0.927000505214;-0.000301791074225;9.29059162261e-06;-0.00253714112746;0.0;0.0
0.0;6.625;0.927000141985;-0.00029928642626;9.89509182913e-06;-0.00264786739698;0.0;0.0
0.0;6.75;0.926997475418;-0.00029688167407;1.00465200821e-05;-0.00275915914955;0.0;0.0
0.0;6.875;0.927006505712;-0.000294602169441;9.94902806661e-06;-0.00287006836613;0.0;0.0
0.0;7.0;0.926999999996;-0.000292331933171;9.8280527607e-06;-0.00298059373929;0.0;0.0
0.0;0.0;0.926999999996;-0.000321079586669;-0.000321076715403;-0.00438351045951;0.0;0.0
0.125;0.0;0.9270065247;-0.000321058625543;-0.000320938499835;-0.00419005694243;0.0;0.0
0.25;0.0;0.926997467659;-0.000320851363848;-0.000320751918184;-0.00399703366086;0.0;0.0
0.375;0.0;0.927000142785;-0.000320188168612;-0.00032072986572;-0.00380506286849;0.0;0.0
0.5;0.0;0.92700050739;-0.000318863148364;-0.000320817284892;-0.00361591904823;0.0;0.0
0.625;0.0;0.926999804227;-0.000316732676793;-0.000321088149973;-0.00343121831022;0.0;0.0
0.75;0.0;0.927000018793;-0.000313788266822;-0.000321509219847;-0.00325269925376;0.0;0.0
0.875;0.0;0.927000035502;-0.000310014827982;-0.000322159088787;-0.00308196288382;0.0;0.0
1.0;0.0;0.926999929804;-0.000305470523994;-0.000323053053802;-0.00292032119921;0.0;0.0
1.125;0.0;0.926999985661;-0.000300208190206;-0.000324276283186;-0.0027689139446;0.0;0.0
1.25;0.0;0.926999969276;-0.000294321672047;-0.000325857076641;-0.00262840028377;0.0;0.0
1.375;0.0;0.926999872704;-0.000287896055258;-0.000327858766384;-0.00249926436092;0.0;0.0
1.5;0.0;0.926999955989;-0.000281030160086;-0.000330279196742;-0.00238147083005;0.0;0.0
1.625;0.0;0.92699995127;-0.000273813684529;-0.000333124443501;-0.00227483183839;0.0;0.0
1.75;0.0;0.926999792988;-0.000266333028544;-0.000336330276262;-0.00217870439366;0.0;0.0
1.875;0.0;0.926999913132;-0.000258665186619;-0.000339822974136;-0.0020923333444;0.0;0.0
2.0;0.0;0.926999955831;-0.00025087222883;-0.00034346455463;-0.00201464246151;0.0;0.0
2.125;0.0;0.926999674726;-0.000243007123504;-0.00034709896651;-0.00194449732625;0.0;0.0
2.25;0.0;0.926999892139;-0.000235097989017;-0.000350531260739;-0.00188063025775;0.0;0.0
2.375;0.0;0.927000021252;-0.00022716626303;-0.000353550182507;-0.0018217842466;0.0;0.0
2.5;0.0;0.926999205656;-0.000219197618774;-0.000355948563302;-0.0017667965256;0.0;0.0
2.67045048712;0.0;0.927000845709;-0.000208231437307;-0.000357842035345;-0.00169613018845;0.0;0.0
2.84090097423;0.0;0.926995530172;-0.000196978759237;-0.000357941421856;-0.00162920723967;0.0;0.0
3.01135146135;0.0;0.927011022567;-0.000185207439099;-0.000356032875677;-0.00156536919787;0.0;0.0
3.18180194847;0.0;0.926967743115;-0.00017254948849;-0.000352801327087;-0.00150688520394;0.0;0.0
3.34090097423;0.0;0.927053799456;-0.00015949385656;-0.000349512505131;-0.00146066364397;0.0;0.0
3.5;0.0;0.927000002831;-0.000145321423775;-0.000347337181604;-0.0014281022473;0.0;0.0
3.65909902577;0.0;0.927053799456;-0.000131144728214;-0.00034753606324;-0.00141313798753;0.0;0.0
3.81819805153;0.0;0.926967743115;-0.000118095141814;-0.000349102462412;-0.00141255314765;0.0;0.0
3.98864853865;0.0;0.927011022567;-0.000105514881692;-0.000350989439732;-0.00142233715095;0.0;0.0
4.15909902577;0.0;0.926995530172;-9.39365556464e-05;-0.000352104634985;-0.0014390741627;0.0;0.0
4.32954951288;0.0;0.927000845709;-8.30369818453e-05;-0.000351760442352;-0.00146038606242;0.0;0.0
4.5;0.0;0.926999205656;-7.26240552823e-05;-0.000350031866743;-0.00148629771161;0.0;0.0
4.625;0.0;0.927000021252;-6.52031435081e-05;-0.000347932813098;-0.00150856424566;0.0;0.0
4.75;0.0;0.926999892139;-5.79459290823e-05;-0.000345278393391;-0.00153430009889;0.0;0.0
4.875;0.0;0.926999674726;-5.08396198474e-05;-0.000342202628886;-0.00156422193223;0.0;0.0
5.0;0.0;0.926999955831;-4.39024294942e-05;-0.000338845050307;-0.00159910045109;0.0;0.0
5.125;0.0;0.926999913132;-3.71555957424e-05;-0.000335336404804;-0.00163971528301;0.0;0.0
5.25;0.0;0.926999792988;-3.06412744578e-05;-0.000331779691948;-0.00168672452437;0.0;0.0
5.375;0.0;0.92699995127;-2.44066329874e-05;-0.000328268141374;-0.00174074268894;0.0;0.0
5.5;0.0;0.926999955989;-1.85100941881e-05;-0.000324849780575;-0.00180212657526;0.0;0.0
5.625;0.0;0.926999872704;-1.30156449319e-05;-0.000321569234425;-0.00187115229133;0.0;0.0
5.75;0.0;0.926999969276;-7.98812462366e-06;-0.000318424461396;-0.00194774756848;0.0;0.0
5.875;0.0;0.926999985661;-3.49827820421e-06;-0.000315422116226;-0.00203173637824;0.0;0.0
6.0;0.0;0.926999929804;3.98624333598e-07;-0.00031252997667;-0.0021225606764;0.0;0.0
6.125;0.0;0.927000035502;3.64221027163e-06;-0.000309738639034;-0.00221955326367;0.0;0.0
6.25;0.0;0.927000018793;6.21029098968e-06;-0.000307016068979;-0.00232171936503;0.0;0.0
6.375;0.0;0.926999804227;8.07585104912e-06;-0.000304369909052;-0.00242798119355;0.0;0.0
6.5;0.0;0.92700050739;9.2888024673e-06;-0.00030178823004;-0.00253710753141;0.0;0.0
6.625;0.0;0.927000142785;9.89333219638e-06;-0.000299283885506;-0.0026478348141;0.0;0.0
6.75;0.0;0.926997467659;1.00447805664e-05;-0.000296879417037;-0.00275912768597;0.0;0.0
6.875;0.0;0.9270065247;9.94732077048e-06;-0.000294600221566;-0.00287003805441;0.0;0.0
7.0;0.0;0.926999999996;-9.82640088711e-06;-0.000292330260827;-0.00298056462688;0.0;0.0
7.125;0.0;0.9270065247;-9.94732081972e-06;-0.000294600221563;-0.00287003805444;0.0;0.0
7.25;0.0;0.926997467659;-1.00447806159e-05;-0.000296879417034;-0.002759127686;0.0;0.0
7.375;0.0;0.927000142785;-9.89333224633e-06;-0.000299283885503;-0.00264783481414;0.0;0.0
7.5;0.0;0.92700050739;-9.28880251765e-06;-0.000301788230038;-0.00253710753145;0.0;0.0
7.625;0.0;0.926999804227;-8.07585109976e-06;-0.00030436990905;-0.00242798119359;0.0;0.0
7.75;0.0;0.927000018793;-6.21029104056e-06;-0.000307016068977;-0.00232171936506;0.0;0.0
7.875;0.0;0.927000035502;-3.6422103226e-06;-0.000309738639032;-0.0022195532637;0.0;0.0
8.0;0.0;0.926999929804;-3.98624384476e-07;-0.000312529976668;-0.00212256067642;0.0;0.0
8.125;0.0;0.926999985661;3.49827815351e-06;-0.000315422116224;-0.00203173637825;0.0;0.0
8.25;0.0;0.926999969276;7.98812457324e-06;-0.000318424461393;-0.00194774756849;0.0;0.0
8.375;0.0;0.926999872704;1.30156448818e-05;-0.000321569234422;-0.00187115229134;0.0;0.0
8.5;0.0;0.926999955989;1.85100941384e-05;-0.000324849780572;-0.00180212657526;0.0;0.0
8.625;0.0;0.92699995127;2.44066329381e-05;-0.000328268141371;-0.00174074268895;0.0;0.0
8.75;0.0;0.926999792988;3.06412744084e-05;-0.000331779691945;-0.00168672452437;0.0;0.0
8.875;0.0;0.926999913132;3.71555956929e-05;-0.000335336404801;-0.00163971528301;0.0;0.0
9.0;0.0;0.926999955831;4.39024294448e-05;-0.000338845050304;-0.00159910045108;0.0;0.0
9.125;0.0;0.926999674726;5.08396197979e-05;-0.000342202628883;-0.00156422193222;0.0;0.0
9.25;0.0;0.926999892139;5.79459290328e-05;-0.000345278393388;-0.00153430009889;0.0;0.0
9.375;0.0;0.927000021252;6.52031434586e-05;-0.000347932813094;-0.00150856424565;0.0;0.0
9.5;0.0;0.926999205656;7.2624055233e-05;-0.00035003186674;-0.00148629771159;0.0;0.0
9.67045048712;0.0;0.927000845709;8.30369817962e-05;-0.000351760442348;-0.0014603860624;0.0;0.0
9.84090097423;0.0;0.926995530172;9.39365555976e-05;-0.000352104634982;-0.00143907416268;0.0;0.0
10.0113514613;0.0;0.927011022567;0.000105514881644;-0.00035098943973;-0.00142233715094;0.0;0.0
10.1818019485;0.0;0.926967743115;0.000118095141766;-0.000349102462412;-0.00141255314764;0.0;0.0
10.3409009742;0.0;0.927053799456;0.000131144728166;-0.000347536063243;-0.00141313798753;0.0;0.0
10.5;0.0;0.927000002831;0.000145321423728;-0.000347337181609;-0.0014281022473;0.0;0.0
10.6590990258;0.0;0.927053799456;0.000159493856514;-0.00034951250514;-0.00146066364399;0.0;0.0
10.8181980515;0.0;0.926967743115;0.000172549488444;-0.000352801327099;-0.00150688520397;0.0;0.0
10.9886485387;0.0;0.927011022567;0.000185207439053;-0.000356032875694;-0.00156536919791;0.0;0.0
11.1590990258;0.0;0.926995530172;0.000196978759191;-0.000357941421877;-0.00162920723972;0.0;0.0
11.3295495129;0.0;0.927000845709;0.000208231437262;-0.00035784203537;-0.00169613018852;0.0;0.0
11.5;0.0;0.926999205656;0.000219197618729;-0.00035594856333;-0.00176679652568;0.0;0.0
11.625;0.0;0.927000021252;0.000227166262984;-0.000353550182535;-0.00182178424669;0.0;0.0
11.75;0.0;0.926999892139;0.000235097988971;-0.000350531260768;-0.00188063025783;0.0;0.0
11.875;0.0;0.926999674726;0.000243007123457;-0.00034709896654;-0.00194449732633;0.0;0.0
12.0;0.0;0.926999955831;0.000250872228783;-0.000343464554661;-0.0020146424616;0.0;0.0
12.125;0.0;0.926999913132;0.000258665186572;-0.000339822974166;-0.00209233334448;0.0;0.0
12.25;0.0;0.926999792988;0.000266333028497;-0.000336330276291;-0.00217870439374;0.0;0.0
12.375;0.0;0.92699995127;0.000273813684482;-0.000333124443531;-0.00227483183847;0.0;0.0
12.5;0.0;0.926999955989;0.000281030160038;-0.000330279196771;-0.00238147083012;0.0;0.0
12.625;0.0;0.926999872704;0.000287896055211;-0.000327858766412;-0.00249926436099;0.0;0.0
12.75;0.0;0.926999969276;0.000294321672;-0.000325857076668;-0.00262840028383;0.0;0.0
12.875;0.0;0.926999985661;0.000300208190158;-0.000324276283213;-0.00276891394466;0.0;0.0
13.0;0.0;0.926999929804;0.000305470523946;-0.000323053053828;-0.00292032119926;0.0;0.0
13.125;0.0;0.927000035502;0.000310014827934;-0.000322159088812;-0.00308196288386;0.0;0.0
13.25;0.0;0.927000018793;0.000313788266775;-0.000321509219871;-0.00325269925379;0.0;0.0
13.375;0.0;0.926999804227;0.000316732676745;-0.000321088149997;-0.00343121831024;0.0;0.0
13.5;0.0;0.92700050739;0.000318863148317;-0.000320817284915;-0.00361591904824;0.0;0.0
13.625;0.0;0.927000142785;0.000320188168565;-0.000320729865742;-0.00380506286848;0.0;0.0
13.75;0.0;0.926997467659;0.0003208513638;-0.000320751918205;-0.00399703366085;0.0;0.0
13.875;0.0;0.9270065247;0.000321058625495;-0.000320938499855;-0.0041900569424;0.0;0.0
14.0;0.0;0.926999999996;0.000321079586621;-0.000321076715422;-0.00438351045947;0.0;0.0
14.0;0.0;0.926999999996;0.000321079586621;-0.000321076715422;-0.00438351045947;0.0;0.0
14.0;0.125;0.927006505712;0.000320941911494;-0.00032105576036;-0.00419005996397;0.0;0.0
14.0;0.25;0.926997475418;0.000320755870356;-0.000320848504907;-0.00399703970355;0.0;0.0
14.0;0.375;0.927000141985;0.000320734345011;-0.000320185302596;-0.00380507193068;0.0;0.0
14.0;0.5;0.927000505214;0.000320822291459;-0.000318860275505;-0.00361593112708;0.0;0.0
14.0;0.625;0.926999804453;0.00032109369236;-0.000316729805887;-0.00343123340206;0.0;0.0
14.0;0.75;0.927000018071;0.000321515297799;-0.000313785398322;-0.00325271735219;0.0;0.0
14.0;0.875;0.927000034618;0.000322165700712;-0.000310011961557;-0.0030819839788;0.0;0.0
