# this is a demo-export
#
# Stage :   0.000000  -  45.000000 
# AD-Channels:  undeformt    deformt   Unit
#     AD-0:     0.022583    0.130310    V
#     AD-1:     0.000000    -4.756165    V
#
# Time  :  undeformt: 0.000000     [seconds since 01.01.1970]
#            deformt: 1379.550648     [seconds since 01.01.1970]
#
#
# Index_x, Index_y, Coordinate-undef (x,y,z), Coord-def (x,y,z), Displ(x,y,z), Strain (x,y,Major, Minor, Thicknessreduction), AD-Channel 1 + 2
#
#  
  42   52  -115.522086 63.534406 -72.595779    -117.895072 63.520309 -70.726589    -2.372986 -0.014097 1.869189    0.063448 -0.065489 0.093993 -0.096034 -0.002131
  43   52  -112.176555 63.677951 -72.588281    -114.546014 63.667229 -70.724020    -2.369459 -0.010722 1.864261    0.064656 0.198227 0.230010 0.032873 0.262270
  44   52  -108.827066 63.823758 -72.588840    -111.197850 63.804107 -70.717284    -2.370784 -0.019652 1.871556    -0.016054 0.023317 0.024627 -0.017364 0.007259
  45   52  -105.473816 63.973755 -72.595913    -107.844724 63.942326 -70.689595    -2.370908 -0.031429 1.906318             
   6   53  -234.033241 55.138172 -72.793325    -236.430119 55.292929 -71.091111    -2.396877 0.154757 1.702214    0.133986 0.099444 0.316536 -0.083106 0.232625
   7   53  -230.782503 55.275067 -72.807708    -233.180041 55.444608 -71.061138    -2.397538 0.169541 1.746569    0.038570 0.062389 0.123169 -0.022211 0.100829
   8   53  -227.530797 55.415973 -72.795339    -229.922842 55.579282 -71.060656    -2.392045 0.163309 1.734682    -0.043797 0.024948 0.025454 -0.044303 -0.018864
   9   53  -224.275711 55.552951 -72.794992    -226.673045 55.700157 -71.074011    -2.397334 0.147206 1.720981    -0.083581 0.036535 0.045257 -0.092303 -0.047109
  10   53  -221.018958 55.696863 -72.782821    -223.420524 55.847292 -71.068840    -2.401566 0.150429 1.713982    -0.037276 0.027591 0.027688 -0.037374 -0.009697
  11   53  -217.758568 55.835884 -72.785282    -220.155247 55.976122 -71.052284    -2.396680 0.140238 1.732998    0.070895 0.028426 0.072545 0.026775 0.099241
  12   53  -214.495908 55.975615 -72.782944    -216.886068 56.109163 -71.041690    -2.390161 0.133548 1.741254    0.023018 0.009383 0.051493 -0.019092 0.032381
  13   53  -211.231027 56.113120 -72.774509    -213.622758 56.246502 -71.039655    -2.391731 0.133381 1.734854    -0.036858 0.024519 0.024591 -0.036930 -0.012350
  14   53  -207.963857 56.251359 -72.762427    -210.357139 56.376460 -71.010286    -2.393281 0.125101 1.752142    -0.037196 0.001714 0.011285 -0.046767 -0.035500
  15   53  -204.693372 56.393167 -72.761537    -207.088605 56.513584 -71.008804    -2.395233 0.120417 1.752733    -0.007549 -0.031167 -0.005570 -0.033146 -0.038729
  16   53  -201.422550 56.534451 -72.731131    -203.817692 56.651121 -70.988408    -2.395142 0.116670 1.742723    0.035085 -0.001060 0.050143 -0.016118 0.034006
  17   53  -198.145824 56.669500 -72.741503    -200.542344 56.784810 -70.992051    -2.396520 0.115309 1.749452    -0.019713 0.000146 0.005264 -0.024830 -0.019571
  18   53  -194.868424 56.810665 -72.729381    -197.266479 56.920516 -70.968374    -2.398055 0.109851 1.761006    -0.024438 0.025816 0.026201 -0.024823 0.001372
  19   53  -191.590121 56.953390 -72.697857    -193.989768 57.058256 -70.954103    -2.399647 0.104866 1.743754    0.034236 0.007875 0.034690 0.007422 0.042096
  20   53  -188.306296 57.089549 -72.699278    -190.704805 57.180466 -70.930088    -2.398509 0.090916 1.769190    0.069021 0.040048 0.089228 0.019841 0.108968
  21   53  -185.020676 57.229716 -72.692173    -187.412182 57.321568 -70.928015    -2.391505 0.091852 1.764158    0.032214 0.018759 0.075880 -0.024907 0.050929
  22   53  -181.730304 57.370328 -72.708482    -184.120465 57.455357 -70.918640    -2.390161 0.085030 1.789842    0.029036 0.030201 0.042348 0.016888 0.059209
  23   53  -178.438267 57.520157 -72.715793    -180.827487 57.595056 -70.887276    -2.389220 0.074898 1.828517    0.060265 0.025778 0.075491 0.010552 0.085977
  24   53  -175.147396 57.653403 -72.678500    -177.533836 57.730679 -70.888974    -2.386440 0.077276 1.789526    0.053939 0.058635 0.074849 0.037725 0.112476
  25   53  -171.849538 57.790638 -72.687801    -174.233931 57.862043 -70.901641    -2.384393 0.071405 1.786160    0.053345 0.038471 0.084322 0.007494 0.091738
  26   53  -168.551159 57.942329 -72.678736    -170.929903 58.005204 -70.885753    -2.378745 0.062875 1.792983    -0.003385 0.042202 0.052525 -0.013708 0.038795
  27   53  -165.250779 58.078529 -72.659593    -167.633204 58.141343 -70.859501    -2.382425 0.062813 1.800093    -0.000322 0.038146 0.051979 -0.014156 0.037802
  28   53  -161.943820 58.221779 -72.679776    -164.322503 58.278659 -70.872417    -2.378683 0.056880 1.807359    0.007467 0.003981 0.038030 -0.026582 0.011436
  29   53  -158.635382 58.364496 -72.687496    -161.014686 58.412532 -70.856443    -2.379304 0.048036 1.831053    -0.019222 -0.012087 0.023669 -0.054978 -0.031331
  30   53  -155.329601 58.506043 -72.645662    -157.713538 58.548100 -70.835283    -2.383936 0.042057 1.810379    0.025816 -0.041522 0.034492 -0.050198 -0.015726
  31   53  -152.016210 58.647646 -72.649045    -154.397057 58.690997 -70.818910    -2.380847 0.043351 1.830135    0.088730 -0.040452 0.102486 -0.054207 0.048200
  32   53  -148.700773 58.785343 -72.645351    -151.077573 58.821564 -70.800104    -2.376799 0.036221 1.845247    0.079518 -0.043468 0.082958 -0.046908 0.035998
  33   53  -145.384577 58.930743 -72.626362    -147.755325 58.955328 -70.781310    -2.370748 0.024585 1.845051    0.000357 -0.016914 0.017334 -0.033891 -0.016566
  34   53  -142.064571 59.072793 -72.616173    -144.440464 59.097720 -70.793863    -2.375893 0.024927 1.822310    -0.083627 0.003797 0.006159 -0.085988 -0.079899
  35   53  -138.739433 59.215935 -72.625990    -141.117778 59.237443 -70.788092    -2.378345 0.021509 1.837898    -0.123982 -0.000875 0.003968 -0.128825 -0.125018
  36   53  -135.413528 59.358958 -72.619067    -137.800307 59.376262 -70.774999    -2.386778 0.017304 1.844067    -0.058165 -0.006181 -0.005724 -0.058623 -0.064385
  37   53  -132.083224 59.503987 -72.625466    -134.461932 59.510376 -70.742855    -2.378708 0.006388 1.882610    0.069846 0.010286 0.070506 0.009626 0.080075
  38   53  -128.751641 59.645952 -72.619079    -131.130467 59.652225 -70.735216    -2.378826 0.006273 1.883863    0.043680 0.004153 0.073933 -0.026100 0.047791
  39   53  -125.420995 59.789696 -72.584453    -127.803128 59.791611 -70.732218    -2.382133 0.001915 1.852235    -0.027443 0.005206 0.006779 -0.029017 -0.022244
  40   53  -122.086670 59.932390 -72.557138    -124.466605 59.926971 -70.699725    -2.379936 -0.005419 1.857414    -0.004447 -0.030525 0.005884 -0.040857 -0.034987
  41   53  -118.744929 60.078139 -72.564997    -121.126555 60.071549 -70.703651    -2.381626 -0.006589 1.861346    0.028837 -0.028510 0.065443 -0.065116 0.000284
  42   53  -115.401493 60.220268 -72.563411    -117.782911 60.207827 -70.692976    -2.381419 -0.012441 1.870436    0.040139 0.016974 0.051622 0.005491 0.057084
  43   53  -112.055166 60.369940 -72.563244    -114.435373 60.352692 -70.699100    -2.380207 -0.017249 1.864144    0.030637 0.028496 0.055578 0.003556 0.059100
  44   53  -108.704250 60.512386 -72.573688    -111.077706 60.490225 -70.667015    -2.373456 -0.022161 1.906673    -0.038600 0.000777 0.005290 -0.043113 -0.037840
  45   53  -105.352860 60.655087 -72.566968    -107.732811 60.633111 -70.657782    -2.379950 -0.021975 1.909186    -0.051508 0.002714 0.006979 -0.055772 -0.048821
  46   53  -101.996571 60.798977 -72.574039    -104.373278 60.771555 -70.642699    -2.376707 -0.027422 1.931340    0.067124 0.038079 0.102497 0.002705 0.105094
  47   53  -98.640483 60.946546 -72.560420    -101.016045 60.909074 -70.631570    -2.375562 -0.037471 1.928850    0.001644 -0.069299 0.006637 -0.074292 -0.067706
  48   53  -95.279623 61.092294 -72.558828    -97.659324 61.048643 -70.647801    -2.379700 -0.043651 1.911027    -0.012653 -0.096975 0.036881 -0.146510 -0.109803
  49   53  -91.921409 61.236408 -72.520513    -94.301637 61.194114 -70.619871    -2.380228 -0.042294 1.900642    0.149975 0.093293 0.262054 -0.018786 0.242629
  50   53  -88.557255 61.380981 -72.502212    -90.925221 61.331778 -70.586761    -2.367966 -0.049202 1.915451    0.054843 0.074976 0.115640 0.014179 0.129667
  51   53  -85.182562 61.529241 -72.532393    -87.550265 61.472188 -70.585128    -2.367703 -0.057053 1.947265    -0.131244 -0.010068 0.019363 -0.160674 -0.141543
  52   53  -81.806019 61.674167 -72.553837    -84.177987 61.614356 -70.594096    -2.371968 -0.059811 1.959741    0.009301 0.074369 0.099387 -0.015717 0.083585
  53   53  -78.432439 61.820595 -72.538092    -80.802737 61.755695 -70.615751    -2.370297 -0.064900 1.922341    0.034058 0.063889 0.139441 -0.041494 0.097793
  54   53  -75.053509 61.969583 -72.536912    -77.423359 61.899167 -70.583420    -2.369850 -0.070416 1.953492    -0.093948 -0.011397 0.008227 -0.113571 -0.105465
  55   53  -71.671682 62.109512 -72.533299    -74.050317 62.033008 -70.559753    -2.378635 -0.076505 1.973545    0.094414 -0.071584 0.146293 -0.123463 0.022644
  56   53  -68.290305 62.261156 -72.510588    -70.658833 62.185199 -70.542432    -2.368528 -0.075957 1.968156    0.043502 0.124544 0.135248 0.032798 0.167809
  57   53  -64.898055 62.410419 -72.532934    -67.272968 62.328706 -70.550841    -2.374913 -0.081713 1.982093    -0.038197 0.085239 0.155634 -0.108591 0.046852
  58   53  -61.510740 62.555284 -72.507961    -63.878364 62.465216 -70.541816    -2.367624 -0.090068 1.966145    0.063169 -0.003931 0.066503 -0.007266 0.059198
  59   53  -58.118091 62.702420 -72.496142    -60.485353 62.605853 -70.502004    -2.367262 -0.096567 1.994138    0.028096 -0.047646 0.031778 -0.051329 -0.019571
  60   53  -54.719185 62.853267 -72.502162    -57.086034 62.754437 -70.519338    -2.366849 -0.098830 1.982824    -0.019675 0.074222 0.077696 -0.023149 0.054499
  61   53  -51.317202 63.003105 -72.507165    -53.682225 62.895626 -70.503702    -2.365023 -0.107479 2.003463    -0.027184 -0.045927 0.027043 -0.100154 -0.073191
  62   53  -47.912364 63.149216 -72.509508    -50.277857 63.038562 -70.513403    -2.365493 -0.110653 1.996106    -0.033352 0.055519 0.080348 -0.058181 0.022115
  63   53  -44.507027 63.300884 -72.497798    -46.880176 63.183048 -70.506532    -2.373148 -0.117835 1.991266    0.014350 -0.036087 0.066921 -0.088658 -0.021801
  64   53  -41.101326 63.448833 -72.470555    -43.466950 63.328728 -70.485771    -2.365624 -0.120105 1.984783    0.035204 0.036622 0.089707 -0.017882 0.071758
  65   53  -37.685237 63.598191 -72.481110    -40.052330 63.472400 -70.478801    -2.367092 -0.125790 2.002309    0.002783 -0.009168 0.002929 -0.009315 -0.006386
