element_number;x[m];y[m];t[mm]
696.0;1.875;2.375;60.1297388012
697.0;1.875;2.625;60.1298731138
698.0;1.875;2.875;60.1290515068
699.0;1.875;3.125;60.1297488828
700.0;1.875;3.375;60.1419941815
701.0;2.125;0.125;59.9182273311
702.0;2.125;0.375;60.1471047529
703.0;2.125;0.625;60.1302570024
704.0;2.125;0.875;60.1294986528
705.0;2.125;1.125;60.129610104
706.0;2.125;1.375;60.1298188964
707.0;2.125;1.625;60.129715176
708.0;2.125;1.875;60.1297247598
709.0;2.125;2.125;60.1297202323
710.0;2.125;2.375;60.1297297689
711.0;2.125;2.625;60.1298365142
712.0;2.125;2.875;60.1292042086
713.0;2.125;3.125;60.1295717571
714.0;2.125;3.375;60.1394638192
715.0;2.375;0.125;60.0606822561
716.0;2.375;0.375;60.1279125066
717.0;2.375;0.625;60.1350381785
718.0;2.375;0.875;60.1287678234
719.0;2.375;1.125;60.1296783438
720.0;2.375;1.375;60.1297902305
721.0;2.375;1.625;60.1297292635
722.0;2.375;1.875;60.1297365497
723.0;2.375;2.125;60.1297311341
724.0;2.375;2.375;60.1297510667
725.0;2.375;2.625;60.1298223169
726.0;2.375;2.875;60.129318223
727.0;2.375;3.125;60.1298807707
728.0;2.375;3.375;60.1370986588
729.0;2.625;0.125;60.1008269276
730.0;2.625;0.375;60.1301988762
731.0;2.625;0.625;60.1321382185
732.0;2.625;0.875;60.1296931823
733.0;2.625;1.125;60.1299713206
734.0;2.625;1.375;60.1299883375
735.0;2.625;1.625;60.1299012196
736.0;2.625;1.875;60.1298692718
737.0;2.625;2.125;60.1298359638
738.0;2.625;2.375;60.1298207829
739.0;2.625;2.625;60.1298370895
740.0;2.625;2.875;60.1294359046
741.0;2.625;3.125;60.1298299887
742.0;2.625;3.375;60.1349977465
743.0;2.875;0.125;60.1144192664
744.0;2.875;0.375;60.1262862463
745.0;2.875;0.625;60.1281989013
746.0;2.875;0.875;60.1280755165
747.0;2.875;1.125;60.1284880427
748.0;2.875;1.375;60.1287776649
749.0;2.875;1.625;60.1288982149
750.0;2.875;1.875;60.1290477814
751.0;2.875;2.125;60.1292029753
752.0;2.875;2.375;60.1293160894
753.0;2.875;2.625;60.1294347151
754.0;2.875;2.875;60.1292933712
755.0;2.875;3.125;60.1296842949
756.0;2.875;3.375;60.1328009315
757.0;3.125;0.125;60.1371648112
758.0;3.125;0.375;60.1299396264
759.0;3.125;0.625;60.1279445818
760.0;3.125;0.875;60.1296425391
761.0;3.125;1.125;60.1297820928
762.0;3.125;1.375;60.1293200351
763.0;3.125;1.625;60.1296811676
764.0;3.125;1.875;60.1297471119
765.0;3.125;2.125;60.1295720642
766.0;3.125;2.375;60.1298806761
767.0;3.125;2.625;60.1298305243
768.0;3.125;2.875;60.1296862125
769.0;3.125;3.125;60.1304067918
770.0;3.125;3.375;60.1320849315
771.0;3.375;0.125;60.3395572725
772.0;3.375;0.375;60.1799994692
773.0;3.375;0.625;60.1647485754
774.0;3.375;0.875;60.1596733208
775.0;3.375;1.125;60.1518146227
776.0;3.375;1.375;60.1480745541
777.0;3.375;1.625;60.1448581251
778.0;3.375;1.875;60.141976937
779.0;3.375;2.125;60.1394526467
780.0;3.375;2.375;60.1370928259
781.0;3.375;2.625;60.1349975765
782.0;3.375;2.875;60.1328080545
783.0;3.375;3.125;60.1320973247
784.0;3.375;3.375;60.1294220836
