Knoten;;Bezugs-;Koordinaten-;Knotenkoordinaten;;;
Nr.;Knotentyp;Knoten;System;X [m];Y [m];Z [m];Kommentar
1162;Standard;0;Kartesisch;-0.600;-0.900;-3.491;
1163;Standard;0;Kartesisch;-0.600;-1.000;-3.513;
1164;Standard;0;Kartesisch;-0.600;-1.100;-3.534;
1165;Standard;0;Kartesisch;-0.600;-1.200;-3.555;
1166;Standard;0;Kartesisch;-0.600;-1.300;-3.576;
1167;Standard;0;Kartesisch;-0.600;-1.400;-3.598;
1168;Standard;0;Kartesisch;-0.600;-1.500;-3.619;
1169;Standard;0;Kartesisch;-0.600;-1.600;-3.640;
1170;Standard;0;Kartesisch;-0.600;-1.700;-3.661;
1171;Standard;0;Kartesisch;-0.600;-1.800;-3.683;
1172;Standard;0;Kartesisch;-0.600;-1.900;-3.704;
1173;Standard;0;Kartesisch;-0.600;-2.000;-3.725;
1174;Standard;0;Kartesisch;-0.700;0.000;-3.325;
1175;Standard;0;Kartesisch;-0.700;-0.100;-3.346;
1176;Standard;0;Kartesisch;-0.700;-0.200;-3.366;
1177;Standard;0;Kartesisch;-0.700;-0.300;-3.387;
1178;Standard;0;Kartesisch;-0.700;-0.400;-3.408;
1179;Standard;0;Kartesisch;-0.700;-0.500;-3.428;
1180;Standard;0;Kartesisch;-0.700;-0.600;-3.449;
1181;Standard;0;Kartesisch;-0.700;-0.700;-3.469;
1182;Standard;0;Kartesisch;-0.700;-0.800;-3.490;
1183;Standard;0;Kartesisch;-0.700;-0.900;-3.511;
1184;Standard;0;Kartesisch;-0.700;-1.000;-3.531;
1185;Standard;0;Kartesisch;-0.700;-1.100;-3.552;
1186;Standard;0;Kartesisch;-0.700;-1.200;-3.573;
1187;Standard;0;Kartesisch;-0.700;-1.300;-3.593;
1188;Standard;0;Kartesisch;-0.700;-1.400;-3.614;
1189;Standard;0;Kartesisch;-0.700;-1.500;-3.634;
1190;Standard;0;Kartesisch;-0.700;-1.600;-3.655;
1191;Standard;0;Kartesisch;-0.700;-1.700;-3.676;
1192;Standard;0;Kartesisch;-0.700;-1.800;-3.696;
1193;Standard;0;Kartesisch;-0.700;-1.900;-3.717;
1194;Standard;0;Kartesisch;-0.700;-2.000;-3.738;
1195;Standard;0;Kartesisch;-0.800;0.000;-3.350;
1196;Standard;0;Kartesisch;-0.800;-0.100;-3.370;
1197;Standard;0;Kartesisch;-0.800;-0.200;-3.390;
1198;Standard;0;Kartesisch;-0.800;-0.300;-3.410;
1199;Standard;0;Kartesisch;-0.800;-0.400;-3.430;
1200;Standard;0;Kartesisch;-0.800;-0.500;-3.450;
1201;Standard;0;Kartesisch;-0.800;-0.600;-3.470;
1202;Standard;0;Kartesisch;-0.800;-0.700;-3.490;
1203;Standard;0;Kartesisch;-0.800;-0.800;-3.510;
1204;Standard;0;Kartesisch;-0.800;-0.900;-3.530;
1205;Standard;0;Kartesisch;-0.800;-1.000;-3.550;
1206;Standard;0;Kartesisch;-0.800;-1.100;-3.570;
1207;Standard;0;Kartesisch;-0.800;-1.200;-3.590;
1208;Standard;0;Kartesisch;-0.800;-1.300;-3.610;
1209;Standard;0;Kartesisch;-0.800;-1.400;-3.630;
1210;Standard;0;Kartesisch;-0.800;-1.500;-3.650;
1211;Standard;0;Kartesisch;-0.800;-1.600;-3.670;
1212;Standard;0;Kartesisch;-0.800;-1.700;-3.690;
1213;Standard;0;Kartesisch;-0.800;-1.800;-3.710;
1214;Standard;0;Kartesisch;-0.800;-1.900;-3.730;
1215;Standard;0;Kartesisch;-0.800;-2.000;-3.750;
1216;Standard;0;Kartesisch;-0.900;0.000;-3.375;
1217;Standard;0;Kartesisch;-0.900;-0.100;-3.394;
1218;Standard;0;Kartesisch;-0.900;-0.200;-3.414;
1219;Standard;0;Kartesisch;-0.900;-0.300;-3.433;
1220;Standard;0;Kartesisch;-0.900;-0.400;-3.453;
1221;Standard;0;Kartesisch;-0.900;-0.500;-3.472;
1222;Standard;0;Kartesisch;-0.900;-0.600;-3.491;
1223;Standard;0;Kartesisch;-0.900;-0.700;-3.511;
1224;Standard;0;Kartesisch;-0.900;-0.800;-3.530;
1225;Standard;0;Kartesisch;-0.900;-0.900;-3.549;
1226;Standard;0;Kartesisch;-0.900;-1.000;-3.569;
1227;Standard;0;Kartesisch;-0.900;-1.100;-3.588;
1228;Standard;0;Kartesisch;-0.900;-1.200;-3.608;
1229;Standard;0;Kartesisch;-0.900;-1.300;-3.627;
1230;Standard;0;Kartesisch;-0.900;-1.400;-3.646;
1231;Standard;0;Kartesisch;-0.900;-1.500;-3.666;
1232;Standard;0;Kartesisch;-0.900;-1.600;-3.685;
1233;Standard;0;Kartesisch;-0.900;-1.700;-3.704;
1234;Standard;0;Kartesisch;-0.900;-1.800;-3.724;
1235;Standard;0;Kartesisch;-0.900;-1.900;-3.743;
1236;Standard;0;Kartesisch;-0.900;-2.000;-3.763;
1237;Standard;0;Kartesisch;-1.000;0.000;-3.400;
1238;Standard;0;Kartesisch;-1.000;-0.100;-3.419;
1239;Standard;0;Kartesisch;-1.000;-0.200;-3.438;
1240;Standard;0;Kartesisch;-1.000;-0.300;-3.456;
1241;Standard;0;Kartesisch;-1.000;-0.400;-3.475;
1242;Standard;0;Kartesisch;-1.000;-0.500;-3.494;
1243;Standard;0;Kartesisch;-1.000;-0.600;-3.513;
1244;Standard;0;Kartesisch;-1.000;-0.700;-3.531;
1245;Standard;0;Kartesisch;-1.000;-0.800;-3.550;
1246;Standard;0;Kartesisch;-1.000;-0.900;-3.569;
1247;Standard;0;Kartesisch;-1.000;-1.000;-3.588;
1248;Standard;0;Kartesisch;-1.000;-1.100;-3.606;
1249;Standard;0;Kartesisch;-1.000;-1.200;-3.625;
1250;Standard;0;Kartesisch;-1.000;-1.300;-3.644;
1251;Standard;0;Kartesisch;-1.000;-1.400;-3.663;
1252;Standard;0;Kartesisch;-1.000;-1.500;-3.681;
1253;Standard;0;Kartesisch;-1.000;-1.600;-3.700;
1254;Standard;0;Kartesisch;-1.000;-1.700;-3.719;
1255;Standard;0;Kartesisch;-1.000;-1.800;-3.738;
1256;Standard;0;Kartesisch;-1.000;-1.900;-3.756;
1257;Standard;0;Kartesisch;-1.000;-2.000;-3.775;
1258;Standard;0;Kartesisch;-1.100;0.000;-3.425;
1259;Standard;0;Kartesisch;-1.100;-0.100;-3.443;
1260;Standard;0;Kartesisch;-1.100;-0.200;-3.461;
1261;Standard;0;Kartesisch;-1.100;-0.300;-3.479;
1262;Standard;0;Kartesisch;-1.100;-0.400;-3.498;
1263;Standard;0;Kartesisch;-1.100;-0.500;-3.516;
1264;Standard;0;Kartesisch;-1.100;-0.600;-3.534;
1265;Standard;0;Kartesisch;-1.100;-0.700;-3.552;
1266;Standard;0;Kartesisch;-1.100;-0.800;-3.570;
1267;Standard;0;Kartesisch;-1.100;-0.900;-3.588;
1268;Standard;0;Kartesisch;-1.100;-1.000;-3.606;
1269;Standard;0;Kartesisch;-1.100;-1.100;-3.624;
1270;Standard;0;Kartesisch;-1.100;-1.200;-3.643;
1271;Standard;0;Kartesisch;-1.100;-1.300;-3.661;
1272;Standard;0;Kartesisch;-1.100;-1.400;-3.679;
1273;Standard;0;Kartesisch;-1.100;-1.500;-3.697;
1274;Standard;0;Kartesisch;-1.100;-1.600;-3.715;
1275;Standard;0;Kartesisch;-1.100;-1.700;-3.733;
1276;Standard;0;Kartesisch;-1.100;-1.800;-3.751;
1277;Standard;0;Kartesisch;-1.100;-1.900;-3.769;
1278;Standard;0;Kartesisch;-1.100;-2.000;-3.788;
1279;Standard;0;Kartesisch;-1.200;0.000;-3.450;
1280;Standard;0;Kartesisch;-1.200;-0.100;-3.468;
1281;Standard;0;Kartesisch;-1.200;-0.200;-3.485;
1282;Standard;0;Kartesisch;-1.200;-0.300;-3.503;
1283;Standard;0;Kartesisch;-1.200;-0.400;-3.520;
1284;Standard;0;Kartesisch;-1.200;-0.500;-3.538;
1285;Standard;0;Kartesisch;-1.200;-0.600;-3.555;
1286;Standard;0;Kartesisch;-1.200;-0.700;-3.573;
1287;Standard;0;Kartesisch;-1.200;-0.800;-3.590;
1288;Standard;0;Kartesisch;-1.200;-0.900;-3.608;
1289;Standard;0;Kartesisch;-1.200;-1.000;-3.625;
1290;Standard;0;Kartesisch;-1.200;-1.100;-3.643;
1291;Standard;0;Kartesisch;-1.200;-1.200;-3.660;
1292;Standard;0;Kartesisch;-1.200;-1.300;-3.678;
1293;Standard;0;Kartesisch;-1.200;-1.400;-3.695;
1294;Standard;0;Kartesisch;-1.200;-1.500;-3.713;
1295;Standard;0;Kartesisch;-1.200;-1.600;-3.730;
1296;Standard;0;Kartesisch;-1.200;-1.700;-3.748;
1297;Standard;0;Kartesisch;-1.200;-1.800;-3.765;
1298;Standard;0;Kartesisch;-1.200;-1.900;-3.783;
1299;Standard;0;Kartesisch;-1.200;-2.000;-3.800;
1300;Standard;0;Kartesisch;-1.300;0.000;-3.475;
1301;Standard;0;Kartesisch;-1.300;-0.100;-3.492;
1302;Standard;0;Kartesisch;-1.300;-0.200;-3.509;
1303;Standard;0;Kartesisch;-1.300;-0.300;-3.526;
1304;Standard;0;Kartesisch;-1.300;-0.400;-3.543;
1305;Standard;0;Kartesisch;-1.300;-0.500;-3.559;
1306;Standard;0;Kartesisch;-1.300;-0.600;-3.576;
1307;Standard;0;Kartesisch;-1.300;-0.700;-3.593;
1308;Standard;0;Kartesisch;-1.300;-0.800;-3.610;
1309;Standard;0;Kartesisch;-1.300;-0.900;-3.627;
1310;Standard;0;Kartesisch;-1.300;-1.000;-3.644;
1311;Standard;0;Kartesisch;-1.300;-1.100;-3.661;
1312;Standard;0;Kartesisch;-1.300;-1.200;-3.678;
1313;Standard;0;Kartesisch;-1.300;-1.300;-3.694;
1314;Standard;0;Kartesisch;-1.300;-1.400;-3.711;
1315;Standard;0;Kartesisch;-1.300;-1.500;-3.728;
1316;Standard;0;Kartesisch;-1.300;-1.600;-3.745;
1317;Standard;0;Kartesisch;-1.300;-1.700;-3.762;
1318;Standard;0;Kartesisch;-1.300;-1.800;-3.779;
1319;Standard;0;Kartesisch;-1.300;-1.900;-3.796;
1320;Standard;0;Kartesisch;-1.300;-2.000;-3.813;
1321;Standard;0;Kartesisch;-1.400;0.000;-3.500;
1322;Standard;0;Kartesisch;-1.400;-0.100;-3.516;
1323;Standard;0;Kartesisch;-1.400;-0.200;-3.533;
1324;Standard;0;Kartesisch;-1.400;-0.300;-3.549;
1325;Standard;0;Kartesisch;-1.400;-0.400;-3.565;
1326;Standard;0;Kartesisch;-1.400;-0.500;-3.581;
1327;Standard;0;Kartesisch;-1.400;-0.600;-3.598;
1328;Standard;0;Kartesisch;-1.400;-0.700;-3.614;
1329;Standard;0;Kartesisch;-1.400;-0.800;-3.630;
1330;Standard;0;Kartesisch;-1.400;-0.900;-3.646;
1331;Standard;0;Kartesisch;-1.400;-1.000;-3.663;
1332;Standard;0;Kartesisch;-1.400;-1.100;-3.679;
1333;Standard;0;Kartesisch;-1.400;-1.200;-3.695;
1334;Standard;0;Kartesisch;-1.400;-1.300;-3.711;
1335;Standard;0;Kartesisch;-1.400;-1.400;-3.728;
1336;Standard;0;Kartesisch;-1.400;-1.500;-3.744;
1337;Standard;0;Kartesisch;-1.400;-1.600;-3.760;
1338;Standard;0;Kartesisch;-1.400;-1.700;-3.776;
1339;Standard;0;Kartesisch;-1.400;-1.800;-3.793;
1340;Standard;0;Kartesisch;-1.400;-1.900;-3.809;
1341;Standard;0;Kartesisch;-1.400;-2.000;-3.825;
1342;Standard;0;Kartesisch;-1.500;0.000;-3.525;
1343;Standard;0;Kartesisch;-1.500;-0.100;-3.541;
1344;Standard;0;Kartesisch;-1.500;-0.200;-3.556;
1345;Standard;0;Kartesisch;-1.500;-0.300;-3.572;
1346;Standard;0;Kartesisch;-1.500;-0.400;-3.588;
1347;Standard;0;Kartesisch;-1.500;-0.500;-3.603;
1348;Standard;0;Kartesisch;-1.500;-0.600;-3.619;
1349;Standard;0;Kartesisch;-1.500;-0.700;-3.634;
1350;Standard;0;Kartesisch;-1.500;-0.800;-3.650;
1351;Standard;0;Kartesisch;-1.500;-0.900;-3.666;
1352;Standard;0;Kartesisch;-1.500;-1.000;-3.681;
1353;Standard;0;Kartesisch;-1.500;-1.100;-3.697;
1354;Standard;0;Kartesisch;-1.500;-1.200;-3.713;
1355;Standard;0;Kartesisch;-1.500;-1.300;-3.728;
1356;Standard;0;Kartesisch;-1.500;-1.400;-3.744;
1357;Standard;0;Kartesisch;-1.500;-1.500;-3.759;
1358;Standard;0;Kartesisch;-1.500;-1.600;-3.775;
1359;Standard;0;Kartesisch;-1.500;-1.700;-3.791;
1360;Standard;0;Kartesisch;-1.500;-1.800;-3.806;
1361;Standard;0;Kartesisch;-1.500;-1.900;-3.822;
1362;Standard;0;Kartesisch;-1.500;-2.000;-3.838;
1363;Standard;0;Kartesisch;-1.600;0.000;-3.550;
1364;Standard;0;Kartesisch;-1.600;-0.100;-3.565;
1365;Standard;0;Kartesisch;-1.600;-0.200;-3.580;
1366;Standard;0;Kartesisch;-1.600;-0.300;-3.595;
1367;Standard;0;Kartesisch;-1.600;-0.400;-3.610;
1368;Standard;0;Kartesisch;-1.600;-0.500;-3.625;
1369;Standard;0;Kartesisch;-1.600;-0.600;-3.640;
1370;Standard;0;Kartesisch;-1.600;-0.700;-3.655;
1371;Standard;0;Kartesisch;-1.600;-0.800;-3.670;
1372;Standard;0;Kartesisch;-1.600;-0.900;-3.685;
1373;Standard;0;Kartesisch;-1.600;-1.000;-3.700;
1374;Standard;0;Kartesisch;-1.600;-1.100;-3.715;
1375;Standard;0;Kartesisch;-1.600;-1.200;-3.730;
1376;Standard;0;Kartesisch;-1.600;-1.300;-3.745;
1377;Standard;0;Kartesisch;-1.600;-1.400;-3.760;
1378;Standard;0;Kartesisch;-1.600;-1.500;-3.775;
1379;Standard;0;Kartesisch;-1.600;-1.600;-3.790;
1380;Standard;0;Kartesisch;-1.600;-1.700;-3.805;
1381;Standard;0;Kartesisch;-1.600;-1.800;-3.820;
1382;Standard;0;Kartesisch;-1.600;-1.900;-3.835;
1383;Standard;0;Kartesisch;-1.600;-2.000;-3.850;
1384;Standard;0;Kartesisch;-1.700;0.000;-3.575;
1385;Standard;0;Kartesisch;-1.700;-0.100;-3.589;
1386;Standard;0;Kartesisch;-1.700;-0.200;-3.604;
1387;Standard;0;Kartesisch;-1.700;-0.300;-3.618;
1388;Standard;0;Kartesisch;-1.700;-0.400;-3.633;
1389;Standard;0;Kartesisch;-1.700;-0.500;-3.647;
1390;Standard;0;Kartesisch;-1.700;-0.600;-3.661;
1391;Standard;0;Kartesisch;-1.700;-0.700;-3.676;
1392;Standard;0;Kartesisch;-1.700;-0.800;-3.690;
1393;Standard;0;Kartesisch;-1.700;-0.900;-3.704;
1394;Standard;0;Kartesisch;-1.700;-1.000;-3.719;
1395;Standard;0;Kartesisch;-1.700;-1.100;-3.733;
1396;Standard;0;Kartesisch;-1.700;-1.200;-3.748;
1397;Standard;0;Kartesisch;-1.700;-1.300;-3.762;
1398;Standard;0;Kartesisch;-1.700;-1.400;-3.776;
1399;Standard;0;Kartesisch;-1.700;-1.500;-3.791;
1400;Standard;0;Kartesisch;-1.700;-1.600;-3.805;
1401;Standard;0;Kartesisch;-1.700;-1.700;-3.819;
1402;Standard;0;Kartesisch;-1.700;-1.800;-3.834;
1403;Standard;0;Kartesisch;-1.700;-1.900;-3.848;
1404;Standard;0;Kartesisch;-1.700;-2.000;-3.863;
1405;Standard;0;Kartesisch;-1.800;0.000;-3.600;
1406;Standard;0;Kartesisch;-1.800;-0.100;-3.614;
1407;Standard;0;Kartesisch;-1.800;-0.200;-3.628;
1408;Standard;0;Kartesisch;-1.800;-0.300;-3.641;
1409;Standard;0;Kartesisch;-1.800;-0.400;-3.655;
1410;Standard;0;Kartesisch;-1.800;-0.500;-3.669;
1411;Standard;0;Kartesisch;-1.800;-0.600;-3.683;
1412;Standard;0;Kartesisch;-1.800;-0.700;-3.696;
1413;Standard;0;Kartesisch;-1.800;-0.800;-3.710;
1414;Standard;0;Kartesisch;-1.800;-0.900;-3.724;
1415;Standard;0;Kartesisch;-1.800;-1.000;-3.738;
1416;Standard;0;Kartesisch;-1.800;-1.100;-3.751;
1417;Standard;0;Kartesisch;-1.800;-1.200;-3.765;
1418;Standard;0;Kartesisch;-1.800;-1.300;-3.779;
1419;Standard;0;Kartesisch;-1.800;-1.400;-3.793;
1420;Standard;0;Kartesisch;-1.800;-1.500;-3.806;
1421;Standard;0;Kartesisch;-1.800;-1.600;-3.820;
1422;Standard;0;Kartesisch;-1.800;-1.700;-3.834;
1423;Standard;0;Kartesisch;-1.800;-1.800;-3.848;
1424;Standard;0;Kartesisch;-1.800;-1.900;-3.861;
1425;Standard;0;Kartesisch;-1.800;-2.000;-3.875;
1426;Standard;0;Kartesisch;-1.900;0.000;-3.625;
1427;Standard;0;Kartesisch;-1.900;-0.100;-3.638;
1428;Standard;0;Kartesisch;-1.900;-0.200;-3.651;
1429;Standard;0;Kartesisch;-1.900;-0.300;-3.664;
1430;Standard;0;Kartesisch;-1.900;-0.400;-3.678;
1431;Standard;0;Kartesisch;-1.900;-0.500;-3.691;
1432;Standard;0;Kartesisch;-1.900;-0.600;-3.704;
1433;Standard;0;Kartesisch;-1.900;-0.700;-3.717;
1434;Standard;0;Kartesisch;-1.900;-0.800;-3.730;
1435;Standard;0;Kartesisch;-1.900;-0.900;-3.743;
1436;Standard;0;Kartesisch;-1.900;-1.000;-3.756;
1437;Standard;0;Kartesisch;-1.900;-1.100;-3.769;
1438;Standard;0;Kartesisch;-1.900;-1.200;-3.783;
1439;Standard;0;Kartesisch;-1.900;-1.300;-3.796;
1440;Standard;0;Kartesisch;-1.900;-1.400;-3.809;
1441;Standard;0;Kartesisch;-1.900;-1.500;-3.822;
1442;Standard;0;Kartesisch;-1.900;-1.600;-3.835;
1443;Standard;0;Kartesisch;-1.900;-1.700;-3.848;
1444;Standard;0;Kartesisch;-1.900;-1.800;-3.861;
1445;Standard;0;Kartesisch;-1.900;-1.900;-3.874;
1446;Standard;0;Kartesisch;-1.900;-2.000;-3.888;
1447;Standard;0;Kartesisch;-2.000;0.000;-3.650;
1448;Standard;0;Kartesisch;-2.000;-0.100;-3.663;
1449;Standard;0;Kartesisch;-2.000;-0.200;-3.675;
1450;Standard;0;Kartesisch;-2.000;-0.300;-3.688;
1451;Standard;0;Kartesisch;-2.000;-0.400;-3.700;
1452;Standard;0;Kartesisch;-2.000;-0.500;-3.713;
1453;Standard;0;Kartesisch;-2.000;-0.600;-3.725;
1454;Standard;0;Kartesisch;-2.000;-0.700;-3.738;
1455;Standard;0;Kartesisch;-2.000;-0.800;-3.750;
1456;Standard;0;Kartesisch;-2.000;-0.900;-3.763;
1457;Standard;0;Kartesisch;-2.000;-1.000;-3.775;
1458;Standard;0;Kartesisch;-2.000;-1.100;-3.788;
1459;Standard;0;Kartesisch;-2.000;-1.200;-3.800;
1460;Standard;0;Kartesisch;-2.000;-1.300;-3.813;
1461;Standard;0;Kartesisch;-2.000;-1.400;-3.825;
1462;Standard;0;Kartesisch;-2.000;-1.500;-3.838;
1463;Standard;0;Kartesisch;-2.000;-1.600;-3.850;
1464;Standard;0;Kartesisch;-2.000;-1.700;-3.863;
1465;Standard;0;Kartesisch;-2.000;-1.800;-3.875;
1466;Standard;0;Kartesisch;-2.000;-1.900;-3.888;
1467;Standard;0;Kartesisch;-2.000;-2.000;-3.900;
1468;Standard;0;Kartesisch;8.100;0.000;-3.175;
1469;Standard;0;Kartesisch;8.100;-0.100;-3.199;
1470;Standard;0;Kartesisch;8.100;-0.200;-3.224;
1471;Standard;0;Kartesisch;8.100;-0.300;-3.248;
1472;Standard;0;Kartesisch;8.100;-0.400;-3.273;
1473;Standard;0;Kartesisch;-0.400;-2.400;-3.790;
1474;Standard;0;Kartesisch;-0.400;-2.800;-3.880;
1475;Standard;0;Kartesisch;-0.400;-3.200;-3.970;
1476;Standard;0;Kartesisch;-0.400;-3.600;-4.060;
1477;Standard;0;Kartesisch;-0.400;-4.000;-4.150;
1478;Standard;0;Kartesisch;-0.800;-2.400;-3.830;
1479;Standard;0;Kartesisch;-0.800;-2.800;-3.910;
1480;Standard;0;Kartesisch;-0.800;-3.200;-3.990;
1481;Standard;0;Kartesisch;-0.800;-3.600;-4.070;
1482;Standard;0;Kartesisch;-0.800;-4.000;-4.150;
1483;Standard;0;Kartesisch;-1.200;-2.400;-3.870;
1484;Standard;0;Kartesisch;-1.200;-2.800;-3.940;
1485;Standard;0;Kartesisch;-1.200;-3.200;-4.010;
1486;Standard;0;Kartesisch;-1.200;-3.600;-4.080;
1487;Standard;0;Kartesisch;-1.200;-4.000;-4.150;
1488;Standard;0;Kartesisch;-1.600;-2.400;-3.910;
1489;Standard;0;Kartesisch;-1.600;-2.800;-3.970;
1490;Standard;0;Kartesisch;-1.600;-3.200;-4.030;
1491;Standard;0;Kartesisch;-1.600;-3.600;-4.090;
1492;Standard;0;Kartesisch;-1.600;-4.000;-4.150;
1493;Standard;0;Kartesisch;-2.000;-2.400;-3.950;
1494;Standard;0;Kartesisch;-2.000;-2.800;-4.000;
1495;Standard;0;Kartesisch;-2.000;-3.200;-4.050;
1496;Standard;0;Kartesisch;-2.000;-3.600;-4.100;
1497;Standard;0;Kartesisch;-2.000;-4.000;-4.150;
1498;Standard;0;Kartesisch;-2.400;0.000;-3.750;
1499;Standard;0;Kartesisch;-2.400;-0.400;-3.790;
1500;Standard;0;Kartesisch;-2.400;-0.800;-3.830;
1501;Standard;0;Kartesisch;-2.400;-1.200;-3.870;
1502;Standard;0;Kartesisch;-2.400;-1.600;-3.910;
1503;Standard;0;Kartesisch;-2.400;-2.000;-3.950;
1504;Standard;0;Kartesisch;-2.400;-2.400;-3.990;
1505;Standard;0;Kartesisch;-2.400;-2.800;-4.030;
1506;Standard;0;Kartesisch;-2.400;-3.200;-4.070;
1507;Standard;0;Kartesisch;-2.400;-3.600;-4.110;
1508;Standard;0;Kartesisch;-2.400;-4.000;-4.150;
1509;Standard;0;Kartesisch;-2.800;0.000;-3.850;
1510;Standard;0;Kartesisch;-2.800;-0.400;-3.880;
1511;Standard;0;Kartesisch;-2.800;-0.800;-3.910;
1512;Standard;0;Kartesisch;-2.800;-1.200;-3.940;
1513;Standard;0;Kartesisch;-2.800;-1.600;-3.970;
1514;Standard;0;Kartesisch;-2.800;-2.000;-4.000;
1515;Standard;0;Kartesisch;-2.800;-2.400;-4.030;
1516;Standard;0;Kartesisch;-2.800;-2.800;-4.060;
1517;Standard;0;Kartesisch;-2.800;-3.200;-4.090;
1518;Standard;0;Kartesisch;-2.800;-3.600;-4.120;
1519;Standard;0;Kartesisch;-2.800;-4.000;-4.150;
1520;Standard;0;Kartesisch;-3.200;0.000;-3.950;
1521;Standard;0;Kartesisch;-3.200;-0.400;-3.970;
1522;Standard;0;Kartesisch;-3.200;-0.800;-3.990;
1523;Standard;0;Kartesisch;-3.200;-1.200;-4.010;
1524;Standard;0;Kartesisch;-3.200;-1.600;-4.030;
1525;Standard;0;Kartesisch;-3.200;-2.000;-4.050;
1526;Standard;0;Kartesisch;-3.200;-2.400;-4.070;
1527;Standard;0;Kartesisch;-3.200;-2.800;-4.090;
1528;Standard;0;Kartesisch;-3.200;-3.200;-4.110;
1529;Standard;0;Kartesisch;-3.200;-3.600;-4.130;
1530;Standard;0;Kartesisch;-3.200;-4.000;-4.150;
1531;Standard;0;Kartesisch;-3.600;0.000;-4.050;
1532;Standard;0;Kartesisch;-3.600;-0.400;-4.060;
1533;Standard;0;Kartesisch;-3.600;-0.800;-4.070;
1534;Standard;0;Kartesisch;-3.600;-1.200;-4.080;
1535;Standard;0;Kartesisch;-3.600;-1.600;-4.090;
1536;Standard;0;Kartesisch;-3.600;-2.000;-4.100;
1537;Standard;0;Kartesisch;-3.600;-2.400;-4.110;
1538;Standard;0;Kartesisch;-3.600;-2.800;-4.120;
1539;Standard;0;Kartesisch;-3.600;-3.200;-4.130;
1540;Standard;0;Kartesisch;-3.600;-3.600;-4.140;
1541;Standard;0;Kartesisch;-3.600;-4.000;-4.150;
1542;Standard;0;Kartesisch;-4.000;0.000;-4.150;
1543;Standard;0;Kartesisch;-4.000;-0.400;-4.150;
1544;Standard;0;Kartesisch;-4.000;-0.800;-4.150;
1545;Standard;0;Kartesisch;-4.000;-1.200;-4.150;
1546;Standard;0;Kartesisch;-4.000;-1.600;-4.150;
1547;Standard;0;Kartesisch;-4.000;-2.000;-4.150;
1548;Standard;0;Kartesisch;-4.000;-2.400;-4.150;
1549;Standard;0;Kartesisch;-4.000;-2.800;-4.150;
1550;Standard;0;Kartesisch;-4.000;-3.200;-4.150;
1551;Standard;0;Kartesisch;-4.000;-3.600;-4.150;
1552;Standard;0;Kartesisch;-4.000;-4.000;-4.150;
1553;Standard;0;Kartesisch;8.100;-0.500;-3.297;
1554;Standard;0;Kartesisch;8.100;-0.600;-3.321;
1555;Standard;0;Kartesisch;8.100;-0.700;-3.346;
1556;Standard;0;Kartesisch;8.100;-0.800;-3.370;
1557;Standard;0;Kartesisch;8.100;-0.900;-3.394;
1558;Standard;0;Kartesisch;8.100;-1.000;-3.419;
1559;Standard;0;Kartesisch;8.100;-1.100;-3.443;
1560;Standard;0;Kartesisch;8.100;-1.200;-3.468;
1561;Standard;0;Kartesisch;8.100;-1.300;-3.492;
1562;Standard;0;Kartesisch;8.100;-1.400;-3.516;
1563;Standard;0;Kartesisch;8.100;-1.500;-3.541;
1564;Standard;0;Kartesisch;8.100;-1.600;-3.565;
1565;Standard;0;Kartesisch;8.100;-1.700;-3.589;
1566;Standard;0;Kartesisch;8.100;-1.800;-3.614;
1567;Standard;0;Kartesisch;8.100;-1.900;-3.638;
1568;Standard;0;Kartesisch;8.100;-2.000;-3.663;
1569;Standard;0;Kartesisch;8.200;0.000;-3.200;
1570;Standard;0;Kartesisch;8.200;-0.100;-3.224;
1571;Standard;0;Kartesisch;8.200;-0.200;-3.248;
1572;Standard;0;Kartesisch;8.200;-0.300;-3.271;
1573;Standard;0;Kartesisch;-0.100;0.100;-3.199;
1574;Standard;0;Kartesisch;-0.100;0.200;-3.224;
1575;Standard;0;Kartesisch;-0.100;0.300;-3.248;
1576;Standard;0;Kartesisch;-0.100;0.400;-3.273;
1577;Standard;0;Kartesisch;-0.100;0.500;-3.297;
1578;Standard;0;Kartesisch;-0.100;0.600;-3.321;
1579;Standard;0;Kartesisch;-0.100;0.700;-3.346;
1580;Standard;0;Kartesisch;-0.100;0.800;-3.370;
1581;Standard;0;Kartesisch;-0.100;0.900;-3.394;
1582;Standard;0;Kartesisch;-0.100;1.000;-3.419;
1583;Standard;0;Kartesisch;-0.100;1.100;-3.443;
1584;Standard;0;Kartesisch;-0.100;1.200;-3.468;
1585;Standard;0;Kartesisch;-0.100;1.300;-3.492;
1586;Standard;0;Kartesisch;-0.100;1.400;-3.516;
1587;Standard;0;Kartesisch;-0.100;1.500;-3.541;
1588;Standard;0;Kartesisch;-0.100;1.600;-3.565;
1589;Standard;0;Kartesisch;-0.100;1.700;-3.589;
1590;Standard;0;Kartesisch;-0.100;1.800;-3.614;
1591;Standard;0;Kartesisch;-0.100;1.900;-3.638;
1592;Standard;0;Kartesisch;-0.100;2.000;-3.663;
1593;Standard;0;Kartesisch;-0.200;0.100;-3.224;
1594;Standard;0;Kartesisch;-0.200;0.200;-3.248;
1595;Standard;0;Kartesisch;-0.200;0.300;-3.271;
1596;Standard;0;Kartesisch;-0.200;0.400;-3.295;
1597;Standard;0;Kartesisch;-0.200;0.500;-3.319;
1598;Standard;0;Kartesisch;-0.200;0.600;-3.343;
