Fläche;Rasterpunkt-Koordinaten [m];;
Nr.;X;Y;Z
3547;3.150;4.650;-3.160
3548;3.150;4.750;-3.160
3549;3.150;4.850;-3.160
3550;3.150;4.950;-3.160
3551;3.150;5.050;-3.160
3552;3.150;5.150;-3.160
3553;3.150;5.250;-3.160
3554;3.150;5.350;-3.160
3555;3.150;5.450;-3.160
3556;3.150;5.550;-3.160
3557;3.150;5.650;-3.160
3558;3.150;5.750;-3.160
3559;3.150;5.850;-3.160
3560;3.150;5.950;-3.160
3561;3.150;6.050;-3.160
3562;3.150;6.150;-3.160
3563;3.150;6.250;-3.160
3564;3.150;6.350;-3.160
3565;3.150;6.450;-3.160
3566;3.150;6.550;-3.160
3567;3.150;6.650;-3.160
3568;3.150;6.750;-3.160
3569;3.150;6.850;-3.160
3570;3.150;6.950;-3.160
3571;3.250;3.550;-3.160
3572;3.250;3.650;-3.160
3573;3.250;3.750;-3.160
3574;3.250;3.850;-3.160
3575;3.250;3.950;-3.160
3576;3.250;4.050;-3.160
3577;3.250;4.150;-3.160
3578;3.250;4.250;-3.160
3579;3.250;4.350;-3.160
3580;3.250;4.450;-3.160
3581;3.250;4.550;-3.160
3582;3.250;4.650;-3.160
3583;3.250;4.750;-3.160
3584;3.250;4.850;-3.160
3585;3.250;4.950;-3.160
3586;3.250;5.050;-3.160
3587;3.250;5.150;-3.160
3588;3.250;5.250;-3.160
3589;3.250;5.350;-3.160
3590;3.250;5.450;-3.160
3591;3.250;5.550;-3.160
3592;3.250;5.650;-3.160
3593;3.250;5.750;-3.160
3594;3.250;5.850;-3.160
3595;3.250;5.950;-3.160
3596;3.250;6.050;-3.160
3597;3.250;6.150;-3.160
3598;3.250;6.250;-3.160
3599;3.250;6.350;-3.160
3600;3.250;6.450;-3.160
3601;3.250;6.550;-3.160
3602;3.250;6.650;-3.160
3603;3.250;6.750;-3.160
3604;3.250;6.850;-3.160
3605;3.250;6.950;-3.160
3606;3.350;3.550;-3.160
3607;3.350;3.650;-3.160
3608;3.350;3.750;-3.160
3609;3.350;3.850;-3.160
3610;3.350;3.950;-3.160
3611;3.350;4.050;-3.160
3612;3.350;4.150;-3.160
3613;3.350;4.250;-3.160
3614;3.350;4.350;-3.160
3615;3.350;4.450;-3.160
3616;3.350;4.550;-3.160
3617;3.350;4.650;-3.160
3618;3.350;4.750;-3.160
3619;3.350;4.850;-3.160
3620;3.350;4.950;-3.160
3621;3.350;5.050;-3.160
3622;3.350;5.150;-3.160
3623;3.350;5.250;-3.160
3624;3.350;5.350;-3.160
3625;3.350;5.450;-3.160
3626;3.350;5.550;-3.160
3627;3.350;5.650;-3.160
3628;3.350;5.750;-3.160
3629;3.350;5.850;-3.160
3630;3.350;5.950;-3.160
3631;3.350;6.050;-3.160
3632;3.350;6.150;-3.160
3633;3.350;6.250;-3.160
3634;3.350;6.350;-3.160
3635;3.350;6.450;-3.160
3636;3.350;6.550;-3.160
3637;3.350;6.650;-3.160
3638;3.350;6.750;-3.160
3639;3.350;6.850;-3.160
3640;3.350;6.950;-3.160
3641;3.450;3.550;-3.160
3642;3.450;3.650;-3.160
3643;3.450;3.750;-3.160
3644;3.450;3.850;-3.160
3645;3.450;3.950;-3.160
3646;3.450;4.050;-3.160
3647;3.450;4.150;-3.160
3648;3.450;4.250;-3.160
3649;3.450;4.350;-3.160
3650;3.450;4.450;-3.160
3651;3.450;4.550;-3.160
3652;3.450;4.650;-3.160
3653;3.450;4.750;-3.160
3654;3.450;4.850;-3.160
3655;3.450;4.950;-3.160
3656;3.450;5.050;-3.160
3657;3.450;5.150;-3.160
3658;3.450;5.250;-3.160
3659;3.450;5.350;-3.160
3660;3.450;5.450;-3.160
3661;3.450;5.550;-3.160
3662;3.450;5.650;-3.160
3663;3.450;5.750;-3.160
3664;3.450;5.850;-3.160
3665;3.450;5.950;-3.160
3666;3.450;6.050;-3.160
3667;3.450;6.150;-3.160
3668;3.450;6.250;-3.160
3669;3.450;6.350;-3.160
3670;3.450;6.450;-3.160
3671;3.450;6.550;-3.160
3672;3.450;6.650;-3.160
3673;3.450;6.750;-3.160
3674;3.450;6.850;-3.160
3675;3.450;6.950;-3.160
3676;3.550;3.550;-3.160
3677;3.550;3.650;-3.160
3678;3.550;3.750;-3.160
3679;3.550;3.850;-3.160
3680;3.550;3.950;-3.160
3681;3.550;4.050;-3.160
3682;3.550;4.150;-3.160
3683;3.550;4.250;-3.160
3684;3.550;4.350;-3.160
3685;3.550;4.450;-3.160
3686;3.550;4.550;-3.160
3687;3.550;4.650;-3.160
3688;3.550;4.750;-3.160
3689;3.550;4.850;-3.160
3690;3.550;4.950;-3.160
3691;3.550;5.050;-3.160
3692;3.550;5.150;-3.160
3693;3.550;5.250;-3.160
3694;3.550;5.350;-3.160
3695;3.550;5.450;-3.160
3696;3.550;5.550;-3.160
3697;3.550;5.650;-3.160
3698;3.550;5.750;-3.160
3699;3.550;5.850;-3.160
3700;3.550;5.950;-3.160
3701;3.550;6.050;-3.160
3702;3.550;6.150;-3.160
3703;3.550;6.250;-3.160
3704;3.550;6.350;-3.160
3705;3.550;6.450;-3.160
3706;3.550;6.550;-3.160
3707;3.550;6.650;-3.160
3708;3.550;6.750;-3.160
3709;3.550;6.850;-3.160
3710;3.550;6.950;-3.160
3711;3.650;3.550;-3.160
3712;3.650;3.650;-3.160
3713;3.650;3.750;-3.160
3714;3.650;3.850;-3.160
3715;3.650;3.950;-3.160
3716;3.650;4.050;-3.160
3717;3.650;4.150;-3.160
3718;3.650;4.250;-3.160
3719;3.650;4.350;-3.160
3720;3.650;4.450;-3.160
3721;3.650;4.550;-3.160
3722;3.650;4.650;-3.160
3723;3.650;4.750;-3.160
3724;3.650;4.850;-3.160
3725;3.650;4.950;-3.160
3726;3.650;5.050;-3.160
3727;3.650;5.150;-3.160
3728;3.650;5.250;-3.160
3729;3.650;5.350;-3.160
3730;3.650;5.450;-3.160
3731;3.650;5.550;-3.160
3732;3.650;5.650;-3.160
3733;3.650;5.750;-3.160
3734;3.650;5.850;-3.160
3735;3.650;5.950;-3.160
3736;3.650;6.050;-3.160
3737;3.650;6.150;-3.160
3738;3.650;6.250;-3.160
3739;3.650;6.350;-3.160
3740;3.650;6.450;-3.160
3741;3.650;6.550;-3.160
3742;3.650;6.650;-3.160
3743;3.650;6.750;-3.160
3744;3.650;6.850;-3.160
3745;3.650;6.950;-3.160
3746;3.750;3.550;-3.160
3747;3.750;3.650;-3.160
3748;3.750;3.750;-3.160
3749;3.750;3.850;-3.160
3750;3.750;3.950;-3.160
3751;3.750;4.050;-3.160
3752;3.750;4.150;-3.160
3753;3.750;4.250;-3.160
3754;3.750;4.350;-3.160
3755;3.750;4.450;-3.160
3756;3.750;4.550;-3.160
3757;3.750;4.650;-3.160
3758;3.750;4.750;-3.160
3759;3.750;4.850;-3.160
3760;3.750;4.950;-3.160
3761;3.750;5.050;-3.160
3762;3.750;5.150;-3.160
3763;3.750;5.250;-3.160
3764;3.750;5.350;-3.160
3765;3.750;5.450;-3.160
3766;3.750;5.550;-3.160
3767;3.750;5.650;-3.160
3768;3.750;5.750;-3.160
3769;3.750;5.850;-3.160
3770;3.750;5.950;-3.160
3771;3.750;6.050;-3.160
3772;3.750;6.150;-3.160
3773;3.750;6.250;-3.160
3774;3.750;6.350;-3.160
3775;3.750;6.450;-3.160
3776;3.750;6.550;-3.160
3777;3.750;6.650;-3.160
3778;3.750;6.750;-3.160
3779;3.750;6.850;-3.160
3780;3.750;6.950;-3.160
3781;3.850;3.550;-3.160
3782;3.850;3.650;-3.160
3783;3.850;3.750;-3.160
3784;3.850;3.850;-3.160
3785;3.850;3.950;-3.160
3786;3.850;4.050;-3.160
3787;3.850;4.150;-3.160
3788;3.850;4.250;-3.160
3789;3.850;4.350;-3.160
3790;3.850;4.450;-3.160
3791;3.850;4.550;-3.160
3792;3.850;4.650;-3.160
3793;3.850;4.750;-3.160
3794;3.850;4.850;-3.160
3795;3.850;4.950;-3.160
3796;3.850;5.050;-3.160
3797;3.850;5.150;-3.160
3798;3.850;5.250;-3.160
3799;3.850;5.350;-3.160
3800;3.850;5.450;-3.160
3801;3.850;5.550;-3.160
3802;3.850;5.650;-3.160
3803;3.850;5.750;-3.160
3804;3.850;5.850;-3.160
3805;3.850;5.950;-3.160
3806;3.850;6.050;-3.160
3807;3.850;6.150;-3.160
3808;3.850;6.250;-3.160
3809;3.850;6.350;-3.160
3810;3.850;6.450;-3.160
3811;3.850;6.550;-3.160
3812;3.850;6.650;-3.160
3813;3.850;6.750;-3.160
3814;3.850;6.850;-3.160
3815;3.850;6.950;-3.160
3816;3.950;3.550;-3.160
3817;3.950;3.650;-3.160
3818;3.950;3.750;-3.160
3819;3.950;3.850;-3.160
3820;3.950;3.950;-3.160
3821;3.950;4.050;-3.160
3822;3.950;4.150;-3.160
3823;3.950;4.250;-3.160
3824;3.950;4.350;-3.160
3825;3.950;4.450;-3.160
3826;3.950;4.550;-3.160
3827;3.950;4.650;-3.160
3828;3.950;4.750;-3.160
3829;3.950;4.850;-3.160
3830;3.950;4.950;-3.160
3831;3.950;5.050;-3.160
3832;3.950;5.150;-3.160
3833;3.950;5.250;-3.160
3834;3.950;5.350;-3.160
3835;3.950;5.450;-3.160
3836;3.950;5.550;-3.160
3837;3.950;5.650;-3.160
3838;3.950;5.750;-3.160
3839;3.950;5.850;-3.160
3840;3.950;5.950;-3.160
3841;3.950;6.050;-3.160
3842;3.950;6.150;-3.160
3843;3.950;6.250;-3.160
3844;3.950;6.350;-3.160
3845;3.950;6.450;-3.160
3846;3.950;6.550;-3.160
3847;3.950;6.650;-3.160
3848;3.950;6.750;-3.160
3849;3.950;6.850;-3.160
3850;3.950;6.950;-3.160
3851;4.050;3.550;-3.160
3852;4.050;3.650;-3.160
3853;4.050;3.750;-3.160
3854;4.050;3.850;-3.160
3855;4.050;3.950;-3.160
3856;4.050;4.050;-3.160
3857;4.050;4.150;-3.160
3858;4.050;4.250;-3.160
3859;4.050;4.350;-3.160
3860;4.050;4.450;-3.160
3861;4.050;4.550;-3.160
3862;4.050;4.650;-3.160
3863;4.050;4.750;-3.160
3864;4.050;4.850;-3.160
3865;4.050;4.950;-3.160
3866;4.050;5.050;-3.160
3867;4.050;5.150;-3.160
3868;4.050;5.250;-3.160
3869;4.050;5.350;-3.160
3870;4.050;5.450;-3.160
3871;4.050;5.550;-3.160
3872;4.050;5.650;-3.160
3873;4.050;5.750;-3.160
3874;4.050;5.850;-3.160
3875;4.050;5.950;-3.160
3876;4.050;6.050;-3.160
3877;4.050;6.150;-3.160
3878;4.050;6.250;-3.160
3879;4.050;6.350;-3.160
3880;4.050;6.450;-3.160
3881;4.050;6.550;-3.160
3882;4.050;6.650;-3.160
3883;4.050;6.750;-3.160
3884;4.050;6.850;-3.160
3885;4.050;6.950;-3.160
3886;4.150;3.550;-3.160
3887;4.150;3.650;-3.160
3888;4.150;3.750;-3.160
3889;4.150;3.850;-3.160
3890;4.150;3.950;-3.160
3891;4.150;4.050;-3.160
3892;4.150;4.150;-3.160
3893;4.150;4.250;-3.160
3894;4.150;4.350;-3.160
3895;4.150;4.450;-3.160
3896;4.150;4.550;-3.160
3897;4.150;4.650;-3.160
3898;4.150;4.750;-3.160
3899;4.150;4.850;-3.160
3900;4.150;4.950;-3.160
3901;4.150;5.050;-3.160
3902;4.150;5.150;-3.160
3903;4.150;5.250;-3.160
3904;4.150;5.350;-3.160
3905;4.150;5.450;-3.160
3906;4.150;5.550;-3.160
3907;4.150;5.650;-3.160
3908;4.150;5.750;-3.160
3909;4.150;5.850;-3.160
3910;4.150;5.950;-3.160
3911;4.150;6.050;-3.160
3912;4.150;6.150;-3.160
3913;4.150;6.250;-3.160
3914;4.150;6.350;-3.160
3915;4.150;6.450;-3.160
3916;4.150;6.550;-3.160
3917;4.150;6.650;-3.160
3918;4.150;6.750;-3.160
3919;4.150;6.850;-3.160
3920;4.150;6.950;-3.160
3921;4.250;3.550;-3.160
3922;4.250;3.650;-3.160
3923;4.250;3.750;-3.160
3924;4.250;3.850;-3.160
3925;4.250;3.950;-3.160
3926;4.250;4.050;-3.160
3927;4.250;4.150;-3.160
3928;4.250;4.250;-3.160
3929;4.250;4.350;-3.160
3930;4.250;4.450;-3.160
3931;4.250;4.550;-3.160
3932;4.250;4.650;-3.160
3933;4.250;4.750;-3.160
3934;4.250;4.850;-3.160
3935;4.250;4.950;-3.160
3936;4.250;5.050;-3.160
3937;4.250;5.150;-3.160
3938;4.250;5.250;-3.160
3939;4.250;5.350;-3.160
3940;4.250;5.450;-3.160
3941;4.250;5.550;-3.160
3942;4.250;5.650;-3.160
3943;4.250;5.750;-3.160
3944;4.250;5.850;-3.160
3945;4.250;5.950;-3.160
3946;4.250;6.050;-3.160
3947;4.250;6.150;-3.160
3948;4.250;6.250;-3.160
3949;4.250;6.350;-3.160
3950;4.250;6.450;-3.160
3951;4.250;6.550;-3.160
3952;4.250;6.650;-3.160
3953;4.250;6.750;-3.160
3954;4.250;6.850;-3.160
3955;4.250;6.950;-3.160
3956;4.350;3.550;-3.160
3957;4.350;3.650;-3.160
3958;4.350;3.750;-3.160
3959;4.350;3.850;-3.160
3960;4.350;3.950;-3.160
3961;4.350;4.050;-3.160
3962;4.350;4.150;-3.160
3963;4.350;4.250;-3.160
3964;4.350;4.350;-3.160
3965;4.350;4.450;-3.160
3966;4.350;4.550;-3.160
3967;4.350;4.650;-3.160
3968;4.350;4.750;-3.160
3969;4.350;4.850;-3.160
3970;4.350;4.950;-3.160
3971;4.350;5.050;-3.160
3972;4.350;5.150;-3.160
3973;4.350;5.250;-3.160
3974;4.350;5.350;-3.160
3975;4.350;5.450;-3.160
3976;4.350;5.550;-3.160
3977;4.350;5.650;-3.160
3978;4.350;5.750;-3.160
3979;4.350;5.850;-3.160
3980;4.350;5.950;-3.160
3981;4.350;6.050;-3.160
3982;4.350;6.150;-3.160
3983;4.350;6.250;-3.160
3984;4.350;6.350;-3.160
3985;4.350;6.450;-3.160
3986;4.350;6.550;-3.160
3987;4.350;6.650;-3.160
3988;4.350;6.750;-3.160
3989;4.350;6.850;-3.160
3990;4.350;6.950;-3.160
3991;4.450;3.550;-3.160
3992;4.450;3.650;-3.160
3993;4.450;3.750;-3.160
3994;4.450;3.850;-3.160
3995;4.450;3.950;-3.160
3996;4.450;4.050;-3.160
3997;4.450;4.150;-3.160
3998;4.450;4.250;-3.160
3999;4.450;4.350;-3.160
4000;4.450;4.450;-3.160
4001;4.450;4.550;-3.160
4002;4.450;4.650;-3.160
4003;4.450;4.750;-3.160
4004;4.450;4.850;-3.160
4005;4.450;4.950;-3.160
4006;4.450;5.050;-3.160
4007;4.450;5.150;-3.160
4008;4.450;5.250;-3.160
4009;4.450;5.350;-3.160
4010;4.450;5.450;-3.160
4011;4.450;5.550;-3.160
4012;4.450;5.650;-3.160
4013;4.450;5.750;-3.160
4014;4.450;5.850;-3.160
4015;4.450;5.950;-3.160
4016;4.450;6.050;-3.160
4017;4.450;6.150;-3.160
4018;4.450;6.250;-3.160
4019;4.450;6.350;-3.160
4020;4.450;6.450;-3.160
4021;4.450;6.550;-3.160
4022;4.450;6.650;-3.160
4023;4.450;6.750;-3.160
4024;4.450;6.850;-3.160
4025;4.450;6.950;-3.160
4026;4.550;3.550;-3.160
4027;4.550;3.650;-3.160
4028;4.550;3.750;-3.160
4029;4.550;3.850;-3.160
4030;4.550;3.950;-3.160
4031;4.550;4.050;-3.160
4032;4.550;4.150;-3.160
4033;4.550;4.250;-3.160
4034;4.550;4.350;-3.160
4035;4.550;4.450;-3.160
4036;4.550;4.550;-3.160
4037;4.550;4.650;-3.160
4038;4.550;4.750;-3.160
4039;4.550;4.850;-3.160
4040;4.550;4.950;-3.160
4041;4.550;5.050;-3.160
4042;4.550;5.150;-3.160
4043;4.550;5.250;-3.160
4044;4.550;5.350;-3.160
4045;4.550;5.450;-3.160
4046;4.550;5.550;-3.160
4047;4.550;5.650;-3.160
4048;4.550;5.750;-3.160
4049;4.550;5.850;-3.160
4050;4.550;5.950;-3.160
4051;4.550;6.050;-3.160
4052;4.550;6.150;-3.160
4053;4.550;6.250;-3.160
4054;4.550;6.350;-3.160
4055;4.550;6.450;-3.160
4056;4.550;6.550;-3.160
4057;4.550;6.650;-3.160
4058;4.550;6.750;-3.160
4059;4.550;6.850;-3.160
4060;4.550;6.950;-3.160
4061;4.650;3.550;-3.160
4062;4.650;3.650;-3.160
4063;4.650;3.750;-3.160
4064;4.650;3.850;-3.160
4065;4.650;3.950;-3.160
4066;4.650;4.050;-3.160
4067;4.650;4.150;-3.160
4068;4.650;4.250;-3.160
4069;4.650;4.350;-3.160
4070;4.650;4.450;-3.160
4071;4.650;4.550;-3.160
4072;4.650;4.650;-3.160
4073;4.650;4.750;-3.160
4074;4.650;4.850;-3.160
4075;4.650;4.950;-3.160
4076;4.650;5.050;-3.160
4077;4.650;5.150;-3.160
4078;4.650;5.250;-3.160
4079;4.650;5.350;-3.160
4080;4.650;5.450;-3.160
4081;4.650;5.550;-3.160
4082;4.650;5.650;-3.160
4083;4.650;5.750;-3.160
4084;4.650;5.850;-3.160
4085;4.650;5.950;-3.160
4086;4.650;6.050;-3.160
4087;4.650;6.150;-3.160
4088;4.650;6.250;-3.160
4089;4.650;6.350;-3.160
4090;4.650;6.450;-3.160
4091;4.650;6.550;-3.160
4092;4.650;6.650;-3.160
4093;4.650;6.750;-3.160
4094;4.650;6.850;-3.160
4095;4.650;6.950;-3.160
4096;4.750;3.550;-3.160
4097;4.750;3.650;-3.160
4098;4.750;3.750;-3.160
4099;4.750;3.850;-3.160
4100;4.750;3.950;-3.160
4101;4.750;4.050;-3.160
4102;4.750;4.150;-3.160
4103;4.750;4.250;-3.160
4104;4.750;4.350;-3.160
4105;4.750;4.450;-3.160
4106;4.750;4.550;-3.160
4107;4.750;4.650;-3.160
4108;4.750;4.750;-3.160
4109;4.750;4.850;-3.160
4110;4.750;4.950;-3.160
4111;4.750;5.050;-3.160
4112;4.750;5.150;-3.160
4113;4.750;5.250;-3.160
4114;4.750;5.350;-3.160
4115;4.750;5.450;-3.160
4116;4.750;5.550;-3.160
4117;4.750;5.650;-3.160
4118;4.750;5.750;-3.160
4119;4.750;5.850;-3.160
4120;4.750;5.950;-3.160
4121;4.750;6.050;-3.160
4122;4.750;6.150;-3.160
4123;4.750;6.250;-3.160
4124;4.750;6.350;-3.160
4125;4.750;6.450;-3.160
4126;4.750;6.550;-3.160
4127;4.750;6.650;-3.160
4128;4.750;6.750;-3.160
4129;4.750;6.850;-3.160
4130;4.750;6.950;-3.160
4131;4.850;3.550;-3.160
4132;4.850;3.650;-3.160
4133;4.850;3.750;-3.160
4134;4.850;3.850;-3.160
4135;4.850;3.950;-3.160
4136;4.850;4.050;-3.160
4137;4.850;4.150;-3.160
4138;4.850;4.250;-3.160
4139;4.850;4.350;-3.160
4140;4.850;4.450;-3.160
4141;4.850;4.550;-3.160
4142;4.850;4.650;-3.160
4143;4.850;4.750;-3.160
4144;4.850;4.850;-3.160
4145;4.850;4.950;-3.160
4146;4.850;5.050;-3.160
4147;4.850;5.150;-3.160
4148;4.850;5.250;-3.160
4149;4.850;5.350;-3.160
4150;4.850;5.450;-3.160
4151;4.850;5.550;-3.160
4152;4.850;5.650;-3.160
4153;4.850;5.750;-3.160
4154;4.850;5.850;-3.160
4155;4.850;5.950;-3.160
4156;4.850;6.050;-3.160
4157;4.850;6.150;-3.160
4158;4.850;6.250;-3.160
4159;4.850;6.350;-3.160
4160;4.850;6.450;-3.160
4161;4.850;6.550;-3.160
4162;4.850;6.650;-3.160
4163;4.850;6.750;-3.160
4164;4.850;6.850;-3.160
4165;4.850;6.950;-3.160
4166;4.950;3.550;-3.160
4167;4.950;3.650;-3.160
4168;4.950;3.750;-3.160
4169;4.950;3.850;-3.160
4170;4.950;3.950;-3.160
4171;4.950;4.050;-3.160
4172;4.950;4.150;-3.160
4173;4.950;4.250;-3.160
4174;4.950;4.350;-3.160
4175;4.950;4.450;-3.160
4176;4.950;4.550;-3.160
4177;4.950;4.650;-3.160
4178;4.950;4.750;-3.160
4179;4.950;4.850;-3.160
4180;4.950;4.950;-3.160
4181;4.950;5.050;-3.160
4182;4.950;5.150;-3.160
4183;4.950;5.250;-3.160
4184;4.950;5.350;-3.160
4185;4.950;5.450;-3.160
4186;4.950;5.550;-3.160
4187;4.950;5.650;-3.160
4188;4.950;5.750;-3.160
4189;4.950;5.850;-3.160
4190;4.950;5.950;-3.160
4191;4.950;6.050;-3.160
4192;4.950;6.150;-3.160
4193;4.950;6.250;-3.160
4194;4.950;6.350;-3.160
4195;4.950;6.450;-3.160
4196;4.950;6.550;-3.160
4197;4.950;6.650;-3.160
4198;4.950;6.750;-3.160
4199;4.950;6.850;-3.160
4200;4.950;6.950;-3.160
4201;5.050;3.550;-3.160
4202;5.050;3.650;-3.160
4203;5.050;3.750;-3.160
4204;5.050;3.850;-3.160
4205;5.050;3.950;-3.160
4206;5.050;4.050;-3.160
4207;5.050;4.150;-3.160
4208;5.050;4.250;-3.160
4209;5.050;4.350;-3.160
4210;5.050;4.450;-3.160
4211;5.050;4.550;-3.160
4212;5.050;4.650;-3.160
4213;5.050;4.750;-3.160
4214;5.050;4.850;-3.160
4215;5.050;4.950;-3.160
4216;5.050;5.050;-3.160
4217;5.050;5.150;-3.160
4218;5.050;5.250;-3.160
4219;5.050;5.350;-3.160
4220;5.050;5.450;-3.160
4221;5.050;5.550;-3.160
4222;5.050;5.650;-3.160
4223;5.050;5.750;-3.160
4224;5.050;5.850;-3.160
4225;5.050;5.950;-3.160
4226;5.050;6.050;-3.160
4227;5.050;6.150;-3.160
4228;5.050;6.250;-3.160
4229;5.050;6.350;-3.160
4230;5.050;6.450;-3.160
4231;5.050;6.550;-3.160
4232;5.050;6.650;-3.160
4233;5.050;6.750;-3.160
4234;5.050;6.850;-3.160
4235;5.050;6.950;-3.160
4236;5.150;3.550;-3.160
4237;5.150;3.650;-3.160
4238;5.150;3.750;-3.160
4239;5.150;3.850;-3.160
4240;5.150;3.950;-3.160
4241;5.150;4.050;-3.160
4242;5.150;4.150;-3.160
4243;5.150;4.250;-3.160
4244;5.150;4.350;-3.160
4245;5.150;4.450;-3.160
4246;5.150;4.550;-3.160
4247;5.150;4.650;-3.160
4248;5.150;4.750;-3.160
4249;5.150;4.850;-3.160
4250;5.150;4.950;-3.160
4251;5.150;5.050;-3.160
4252;5.150;5.150;-3.160
4253;5.150;5.250;-3.160
4254;5.150;5.350;-3.160
4255;5.150;5.450;-3.160
4256;5.150;5.550;-3.160
4257;5.150;5.650;-3.160
4258;5.150;5.750;-3.160
4259;5.150;5.850;-3.160
4260;5.150;5.950;-3.160
4261;5.150;6.050;-3.160
4262;5.150;6.150;-3.160
4263;5.150;6.250;-3.160
4264;5.150;6.350;-3.160
4265;5.150;6.450;-3.160
4266;5.150;6.550;-3.160
4267;5.150;6.650;-3.160
4268;5.150;6.750;-3.160
4269;5.150;6.850;-3.160
4270;5.150;6.950;-3.160
4271;5.250;3.550;-3.160
4272;5.250;3.650;-3.160
4273;5.250;3.750;-3.160
4274;5.250;3.850;-3.160
4275;5.250;3.950;-3.160
4276;5.250;4.050;-3.160
4277;5.250;4.150;-3.160
4278;5.250;4.250;-3.160
4279;5.250;4.350;-3.160
4280;5.250;4.450;-3.160
4281;5.250;4.550;-3.160
4282;5.250;4.650;-3.160
4283;5.250;4.750;-3.160
4284;5.250;4.850;-3.160
4285;5.250;4.950;-3.160
4286;5.250;5.050;-3.160
4287;5.250;5.150;-3.160
4288;5.250;5.250;-3.160
4289;5.250;5.350;-3.160
4290;5.250;5.450;-3.160
4291;5.250;5.550;-3.160
4292;5.250;5.650;-3.160
4293;5.250;5.750;-3.160
4294;5.250;5.850;-3.160
4295;5.250;5.950;-3.160
4296;5.250;6.050;-3.160
4297;5.250;6.150;-3.160
4298;5.250;6.250;-3.160
4299;5.250;6.350;-3.160
4300;5.250;6.450;-3.160
4301;5.250;6.550;-3.160
4302;5.250;6.650;-3.160
4303;5.250;6.750;-3.160
4304;5.250;6.850;-3.160
4305;5.250;6.950;-3.160
4306;5.350;3.550;-3.160
4307;5.350;3.650;-3.160
4308;5.350;3.750;-3.160
4309;5.350;3.850;-3.160
4310;5.350;3.950;-3.160
4311;5.350;4.050;-3.160
4312;5.350;4.150;-3.160
4313;5.350;4.250;-3.160
4314;5.350;4.350;-3.160
4315;5.350;4.450;-3.160
4316;5.350;4.550;-3.160
4317;5.350;4.650;-3.160
4318;5.350;4.750;-3.160
4319;5.350;4.850;-3.160
4320;5.350;4.950;-3.160
4321;5.350;5.050;-3.160
4322;5.350;5.150;-3.160
4323;5.350;5.250;-3.160
4324;5.350;5.350;-3.160
4325;5.350;5.450;-3.160
4326;5.350;5.550;-3.160
4327;5.350;5.650;-3.160
4328;5.350;5.750;-3.160
4329;5.350;5.850;-3.160
4330;5.350;5.950;-3.160
4331;5.350;6.050;-3.160
4332;5.350;6.150;-3.160
4333;5.350;6.250;-3.160
4334;5.350;6.350;-3.160
4335;5.350;6.450;-3.160
4336;5.350;6.550;-3.160
4337;5.350;6.650;-3.160
4338;5.350;6.750;-3.160
4339;5.350;6.850;-3.160
4340;5.350;6.950;-3.160
4341;5.450;3.550;-3.160
4342;5.450;3.650;-3.160
4343;5.450;3.750;-3.160
4344;5.450;3.850;-3.160
4345;5.450;3.950;-3.160
4346;5.450;4.050;-3.160
4347;5.450;4.150;-3.160
4348;5.450;4.250;-3.160
4349;5.450;4.350;-3.160
4350;5.450;4.450;-3.160
4351;5.450;4.550;-3.160
4352;5.450;4.650;-3.160
4353;5.450;4.750;-3.160
4354;5.450;4.850;-3.160
4355;5.450;4.950;-3.160
4356;5.450;5.050;-3.160
4357;5.450;5.150;-3.160
4358;5.450;5.250;-3.160
4359;5.450;5.350;-3.160
4360;5.450;5.450;-3.160
4361;5.450;5.550;-3.160
4362;5.450;5.650;-3.160
4363;5.450;5.750;-3.160
4364;5.450;5.850;-3.160
4365;5.450;5.950;-3.160
4366;5.450;6.050;-3.160
4367;5.450;6.150;-3.160
4368;5.450;6.250;-3.160
4369;5.450;6.350;-3.160
4370;5.450;6.450;-3.160
4371;5.450;6.550;-3.160
4372;5.450;6.650;-3.160
4373;5.450;6.750;-3.160
4374;5.450;6.850;-3.160
4375;5.450;6.950;-3.160
4376;5.550;3.550;-3.160
4377;5.550;3.650;-3.160
4378;5.550;3.750;-3.160
4379;5.550;3.850;-3.160
4380;5.550;3.950;-3.160
4381;5.550;4.050;-3.160
4382;5.550;4.150;-3.160
4383;5.550;4.250;-3.160
4384;5.550;4.350;-3.160
4385;5.550;4.450;-3.160
4386;5.550;4.550;-3.160
4387;5.550;4.650;-3.160
4388;5.550;4.750;-3.160
4389;5.550;4.850;-3.160
4390;5.550;4.950;-3.160
4391;5.550;5.050;-3.160
4392;5.550;5.150;-3.160
4393;5.550;5.250;-3.160
4394;5.550;5.350;-3.160
4395;5.550;5.450;-3.160
4396;5.550;5.550;-3.160
4397;5.550;5.650;-3.160
4398;5.550;5.750;-3.160
4399;5.550;5.850;-3.160
4400;5.550;5.950;-3.160
4401;5.550;6.050;-3.160
4402;5.550;6.150;-3.160
4403;5.550;6.250;-3.160
4404;5.550;6.350;-3.160
4405;5.550;6.450;-3.160
4406;5.550;6.550;-3.160
4407;5.550;6.650;-3.160
4408;5.550;6.750;-3.160
4409;5.550;6.850;-3.160
4410;5.550;6.950;-3.160
4411;5.650;3.550;-3.160
4412;5.650;3.650;-3.160
4413;5.650;3.750;-3.160
4414;5.650;3.850;-3.160
4415;5.650;3.950;-3.160
4416;5.650;4.050;-3.160
4417;5.650;4.150;-3.160
4418;5.650;4.250;-3.160
